"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Contaminant"	"Coverage in Percent"	"Number of Unique Peptides"	"MW in kDa"	"Abundances Grouped buffer16 Control"	"Abundances Grouped buffer16 Sample"	"Abundances Grouped buffer19 Control"	"Abundances Grouped buffer19 Sample"	"Abundances Grouped buffer2 Control"	"Abundances Grouped buffer2 Sample"	"Abundances Grouped buffer25 Control"	"Abundances Grouped buffer25 Sample"	"Abundances Grouped buffer29 Control"	"Abundances Grouped buffer29 Sample"	"Abundances Grouped buffer3 Control"	"Abundances Grouped buffer3 Sample"	"Abundance F9 Heavy Control a buffer16"	"Abundance F10 Heavy Control b buffer16"	"Abundance F11 Heavy Control c buffer16"	"Abundance F12 Heavy Control d buffer16"	"Abundance F9 Light Sample a buffer16"	"Abundance F10 Light Sample b buffer16"	"Abundance F11 Light Sample c buffer16"	"Abundance F12 Light Sample d buffer16"	"Abundance F13 Heavy Control a buffer19"	"Abundance F14 Heavy Control b buffer19"	"Abundance F15 Heavy Control c buffer19"	"Abundance F16 Heavy Control d buffer19"	"Abundance F13 Light Sample a buffer19"	"Abundance F14 Light Sample b buffer19"	"Abundance F15 Light Sample c buffer19"	"Abundance F16 Light Sample d buffer19"	"Abundance F1 Heavy Control a buffer2"	"Abundance F2 Heavy Control b buffer2"	"Abundance F3 Heavy Control c buffer2"	"Abundance F4 Heavy Control d buffer2"	"Abundance F1 Light Sample a buffer2"	"Abundance F2 Light Sample b buffer2"	"Abundance F3 Light Sample c buffer2"	"Abundance F4 Light Sample d buffer2"	"Abundance F17 Heavy Control a buffer25"	"Abundance F18 Heavy Control b buffer25"	"Abundance F19 Heavy Control c buffer25"	"Abundance F20 Heavy Control d buffer25"	"Abundance F17 Light Sample a buffer25"	"Abundance F18 Light Sample b buffer25"	"Abundance F19 Light Sample c buffer25"	"Abundance F20 Light Sample d buffer25"	"Abundance F21 Heavy Control a buffer29"	"Abundance F22 Heavy Control b buffer29"	"Abundance F23 Heavy Control c buffer29"	"Abundance F24 Heavy Control d buffer29"	"Abundance F21 Light Sample a buffer29"	"Abundance F22 Light Sample b buffer29"	"Abundance F23 Light Sample c buffer29"	"Abundance F24 Light Sample d buffer29"	"Abundance F5 Heavy Control a buffer3"	"Abundance F6 Heavy Control b buffer3"	"Abundance F7 Heavy Control c buffer3"	"Abundance F8 Heavy Control d buffer3"	"Abundance F5 Light Sample a buffer3"	"Abundance F6 Light Sample b buffer3"	"Abundance F7 Light Sample c buffer3"	"Abundance F8 Light Sample d buffer3"	"Modifications"
"-8198800325193539681"	"High"	"IsMasterProtein"	"P30050"	"60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1"	"False"	"24"	"3"	"17.8"	"124281.2421875"	"177471.056723346"	"1046252.57389998"	"883222.404608414"	"380807.778248054"	"516265.092922587"	"362837.748196711"	"544768.4082268"	"140911.8125"	"230705.540438591"	"1082904.1106581"	"965775.333686951"	""	"114026.1015625"	"205110.625"	"124281.2421875"	"125349.2421875"	"157758.1875"	"245784.546875"	"199647.171875"	"300120.40625"	"1061498.140625"	"1031225.96875"	"1088558.125"	"213192.59375"	"906727.0625"	"860327.046875"	"1041062.9375"	"417249"	"240098.46875"	"647918.8125"	"347549.21875"	"587495.4453125"	"453671"	"670114.90625"	"384956.21875"	"105985.1484375"	"361492.84375"	"593726.640625"	"364187.65625"	"245325.265625"	"893279.703125"	"614440.953125"	"482996.15625"	""	"140911.8125"	""	""	"286050"	""	""	"186069.03125"	"1269891.59375"	"866536.03125"	"1279327.9375"	"923449.9375"	"1126480.5"	"855449.984375"	"914020.703125"	"1020460.46875"	""
"7415542887713691593"	"High"	"IsMasterProtein"	"Q01469"	"Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3"	"False"	"39"	"5"	"15.2"	"2073524.842014"	"1970518.7588577"	"2266226.44809168"	"2765837.00483259"	"3285882.15731421"	"1106711.62979506"	"4231639.51908178"	"1160228.01713183"	"4255786.76572981"	"388299.093221482"	"6323584.58255567"	"1381224.07377285"	"3939019.5"	"918609.8125"	"1091516.625"	"5844008.5"	"6396172.84375"	"1262337.34375"	"2907323.1953125"	"1335573.625"	"165336.7421875"	"1216749.359375"	"5523645.84375"	"4220904.0625"	"3468288.6796875"	"7702607.65625"	"1850134.1875"	"2205656.75"	"3663675.96875"	"4562837.484375"	"2947045.984375"	"1066522.703125"	"1341747.34375"	"1005878.296875"	"1217652.90625"	"472926.03125"	"4214637.5"	"4248710.125"	"4115003.5"	"8735190"	"1553539.375"	"2198297"	"866491.75"	"661415.25"	"2714021.25"	"5343951.5"	"3650230.5"	"4961802"	"328688.5"	"410805.75"	"367025.5"	"599280.0625"	"6816536.546875"	"3171116.796875"	"7536215.40625"	"5866281.4609375"	"937691"	"810980.65625"	"2073631.09375"	"2034550.765625"	"Met-loss+Acetyl [N-Term]"
"-9057501766432291121"	"High"	"IsMasterProtein"	"B0QYK0"	"RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1"	"False"	"9"	"3"	"64.9"	"85324.21875"	"398543.860795824"	"502329.640625"	"270802.004770084"	"164441.775916315"	"454929.494373837"	""	"326844.200306537"	"259885.126485159"	""	"193133.221387548"	"576443.913350449"	""	""	"85324.21875"	""	""	""	"465869.90625"	"340947.5625"	"74961.3671875"	""	"502329.640625"	"518828.046875"	"117238.0078125"	"97065.7578125"	"625511.53125"	"871778.84375"	"202229.421875"	"327875.296875"	"101570.21875"	"133714.953125"	"477814.921875"	"433140.1875"	"222025.4375"	"820421.0625"	""	""	""	""	""	"299574.125"	""	"356596.65625"	""	""	"348152.75"	"193996.109375"	""	""	""	""	"175128.15625"	"179833.515625"	"207416.515625"	"617835.1875"	"544265.90625"	"610524.34375"	"392711.65625"	"768745.46875"	""
"1957491016862499710"	"High"	"IsMasterProtein"	"P13073"	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1"	"False"	"12"	"2"	"19.6"	"234911.808814629"	"269515.126504989"	"695799.609708376"	"770091.84483609"	"629577.163323329"	"795208.392205239"	"365891.541433403"	"578648.036920818"	"403859.007262981"	"544848.73646947"	"545078.796541232"	"750481.071636014"	"206702.515625"	"122804.2734375"	"266970.90625"	"413600.9375"	"174407.4921875"	"211373.78125"	"343649.0703125"	"540047.59375"	"327814.25"	"855375.71875"	"565993.5"	"959656.40625"	"367595.453125"	"820189.53125"	"723054.15625"	"1109563.375"	"606368.625"	"733773.5"	"498436"	"653674"	"662566.5"	"1026633.71875"	"599090.6875"	"954404.40625"	"286201.703125"	"458810.453125"	"330185.765625"	"405458.484375"	"524649.515625"	"876959.5625"	"496348.203125"	"638204.25"	"332331.96875"	"459267.796875"	"355135.0625"	"530147"	"597995.171875"	"496425.65625"	"440525.5625"	"617144.46875"	"414946.21875"	"509102.765625"	"583597.09375"	"705317.875"	"700933"	"732905.34375"	"768478.28125"	"960152.34375"	""
"-3825900322151572959"	"High"	"IsMasterProtein"	"B5MDF5"	"GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1"	"False"	"25"	"5"	"26.2"	"192250.234762524"	"298072.453125"	"368600.487739228"	"511176.1953125"	"268139.563995634"	"363266.8046875"	"423606.216782246"	"316137.163754316"	""	"97902.234375"	"268589.214875333"	"602332.78802115"	"38430.76953125"	"80848.15625"	"860791.734375"	"457155.171875"	""	"269752.8515625"	"861247.8125"	"298072.453125"	"293417.078125"	"463048.4375"	"264355.09375"	"614690.9375"	"511176.1953125"	""	"874253.953125"	"348118.671875"	"299601.4375"	"376007.125"	"207048.5625"	"239981.578125"	"76276.8046875"	"363266.8046875"	""	"851872.21875"	""	""	"686040.765625"	"261562.046875"	"392300.328125"	"319196.84375"	"238956.453125"	"313106.8125"	""	""	""	""	"97902.234375"	""	""	""	"410909.1875"	"231442.75"	"169814.125"	"311697.671875"	"714944.875"	"158615.34375"	"683439.640625"	"530851.25"	"Met-loss+Acetyl [N-Term]"
"385044699666679526"	"High"	"IsMasterProtein"	"P49756"	"RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3"	"False"	"4"	"3"	"100.1"	""	"304753.941959618"	"240468.254651812"	"519807.618856931"	"92715.1009239133"	"616424.244235418"	"11012.8362233517"	"551876.898398855"	""	"325396.952030759"	"56237.6589977188"	"467405.157281512"	""	""	""	""	"324504.53125"	"179753.9375"	"286205.44921875"	"467314.296875"	"96470.828125"	"420709.8125"	"233861.81640625"	"247261.3203125"	"501748.203125"	"593395.5625"	"226003.6875"	"538517.046875"	"168064.421875"	"130350.421875"	"17751.046875"	"65946.0078125"	"655010.30859375"	"893253.416015625"	"580111.25"	"455212.328125"	"9182.2646484375"	""	"13208.349609375"	""	"405023.5859375"	"751976.234375"	"99661.5703125"	"1190042.34375"	""	""	""	""	"126684.146484375"	"518886.348632813"	"265568.0703125"	"398704.46875"	"33580.375"	"94182.220703125"	"22929.923828125"	"109599.982421875"	"510950.1328125"	"229087.75390625"	"481794.1953125"	"453445.85546875"	""
"8846805291568529025"	"High"	"IsMasterProtein"	"P60174"	"Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3"	"False"	"13"	"3"	"30.8"	"47458.659871649"	"456515.702992726"	"199568.415034879"	"565590.793876631"	"156231.41479291"	"299529.46593727"	"120706.09375"	"500253.09762143"	"72373.4921875"	"295085.3046875"	"164522.188132148"	"316677.180945477"	""	"32781.4140625"	"68707.359375"	""	"387564.6171875"	"182233.8359375"	"537733.78125"	"572945.671875"	"99551.53515625"	"223064.3984375"	"187233.4375"	"212716.0234375"	"283922.3515625"	"774357.109375"	"609042.203125"	"525239.375"	"226583.1796875"	"96137.390625"	"146419.8203125"	"166700.484375"	"456626.953125"	"414765.1328125"	"216157.6328125"	"216310.1328125"	""	"120706.09375"	"140667.1640625"	"61239.828125"	"288645.09375"	"926621.0625"	"344031.7421875"	"727413"	"92350.078125"	"45543.8203125"	""	"72373.4921875"	"295085.3046875"	"276905.15625"	""	"457191.265625"	"277340.8671875"	"129691.796875"	"106615.984375"	"208706.7265625"	"615003.5625"	"255201.140625"	"282607.375"	"354854.28125"	""
"-6528342238616596443"	"High"	"IsMasterProtein"	"Q92542"	"Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2"	"False"	"6"	"3"	"78.4"	"133621.78125"	""	"406124.57654616"	""	"251846.731199656"	""	""	""	"148386.481699862"	""	"344645.742437326"	""	""	""	"133621.78125"	""	""	""	""	""	"125387.8203125"	"351990.1953125"	"798169.046875"	"468584.5625"	""	""	""	""	"198324.40625"	"319813.265625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"138108.140625"	""	"159429.76171875"	""	""	""	""	""	"395906.5"	""	"300022.0703125"	""	""	""	""	""
"-2140063369454879572"	"High"	"IsMasterProtein"	"Q53RT3"	"Retroviral-like aspartic protease 1 OS=Homo sapiens OX=9606 GN=ASPRV1 PE=1 SV=1"	"False"	"13"	"2"	"37.0"	""	"272714.734284031"	""	"146194.352974477"	""	"97813.6895851075"	""	"138138.39045526"	""	"66886.9608378087"	""	"126219.269736455"	""	""	""	""	"1382348.03125"	"71117.296875"	"298713.71875"	"248978.609375"	""	""	""	""	"149318.28125"	"1477932"	"135211.328125"	"143135.78125"	""	""	""	""	"75438.0078125"	""	"126826.2265625"	""	""	""	""	""	"175920.90625"	"221308.78125"	"62150.44921875"	"108470.421875"	""	""	""	""	""	"70555.1171875"	""	"63409.51171875"	""	""	""	""	""	""	"128417.6015625"	"124058.5703125"	""
"978357741075337008"	"High"	"IsMasterProtein"	"Q6UN15"	"Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1"	"False"	"13"	"5"	"66.5"	""	""	"467237.399947228"	"558468.105469634"	""	"126105.461510334"	"265309.71875"	""	""	""	"290770.3125"	"531803.25"	""	""	""	""	""	""	""	""	"460756.9765625"	"1095960.09375"	"262963.75"	"473808.96875"	"399678.6875"	"824364.625"	"552089.515625"	"564920.390625"	""	""	""	""	"89783.2421875"	"177122"	""	""	""	""	""	"265309.71875"	""	""	""	""	""	""	""	""	""	""	""	""	""	"277340.40625"	"341026.625"	"290770.3125"	""	"421339.03125"	"531803.25"	"553728.40625"	""
"-8847989737221969983"	"High"	"IsMasterProtein"	"Q14532"	"Keratin, type I cuticular Ha2 OS=Homo sapiens OX=9606 GN=KRT32 PE=1 SV=3"	"False"	"9"	"1"	"50.3"	""	""	""	"188494.625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"188494.625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-8745389805375581361"	"High"	"IsMasterProtein"	"P24539"	"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2"	"False"	"13"	"2"	"28.9"	"25319.71484375"	"99498.546875"	"106609.0859375"	"145723.111934948"	"92524.270849276"	"197918.321631835"	"62120.90625"	"146094.172323918"	"86708.6044355811"	"154940.196259555"	"145307.49356197"	"290949.012624924"	""	"25319.71484375"	""	""	""	"71405.7109375"	"106717.9921875"	"99498.546875"	"40157.06640625"	"106609.0859375"	""	"148437.828125"	"70862.46875"	"167285.984375"	"126939.65625"	"301241.1171875"	"92970.921875"	"201464.5234375"	"72986.3671875"	"92079.765625"	"189588.5"	"371892.859375"	"135039.5625"	"206614.125"	""	""	"62120.90625"	""	"70306.65625"	"290913.2265625"	"102934.5078125"	"207350.359375"	""	"100413.6953125"	""	"74874.0703125"	""	"196606.18359375"	""	"122104.3203125"	"98639.6328125"	""	""	"214054.60546875"	"430757.5625"	"64775.87109375"	"313083.3671875"	"270379.51171875"	""
"5438280548901734391"	"High"	"IsMasterProtein"	"P09758"	"Tumor-associated calcium signal transducer 2 OS=Homo sapiens OX=9606 GN=TACSTD2 PE=1 SV=3"	"False"	"11"	"3"	"35.7"	"118825.541597849"	"39518"	"420912.118976292"	"98872.3825253157"	"616150.045391065"	"64279.4296875"	"175354.21579464"	"46231.9765625"	"484799.774528369"	"35272.37890625"	"1075900.28184307"	"82947.1820858206"	"116893.0546875"	"44629.92578125"	"120789.9765625"	"459236.25"	""	""	"39518"	""	"386138.40625"	"433086.78125"	"497477.21875"	"409079.703125"	"30956.873046875"	"121600.703125"	"92584.4609375"	"105587.3515625"	"689623.2421875"	"612838.748046875"	"619479.234375"	"396034.2578125"	""	"121010.375"	"43944.80078125"	"64279.4296875"	"58003.89453125"	"337042.9921875"	"91231.984375"	"352077.484375"	""	"44257.078125"	"46231.9765625"	"50937.859375"	"584871.625"	"490252.125"	"114079.96875"	"479408.0625"	""	"36449.5234375"	"20330.447265625"	"35272.37890625"	"1355780.96875"	"1043535.484375"	"1109268.859375"	"858959.09765625"	"134972.46875"	"79021.5390625"	"87067.84375"	"7898.82080078125"	""
"-8431694603937659134"	"High"	"IsMasterProtein"	"P15531"	"Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1"	"False"	"19"	"2"	"17.1"	"76162.515625"	"214707.984375"	"384077.859375"	"294278.632039327"	"320722.390127033"	"236831.018825524"	"320864.368125019"	"309661.259382132"	"223605.266233803"	"153799.158847129"	"403734.125"	"301874.106654419"	"43880.67578125"	""	"76162.515625"	"206574.75"	"214707.984375"	""	"185329.609375"	"234117.84375"	""	"377572.8125"	"384077.859375"	"472181.71875"	"88383.2734375"	"305322.53125"	"303468.5625"	"285367"	"446935.0625"	"426290.25"	"241297.6875"	"233283.7578125"	"215634.328125"	"260111.328125"	"343067.625"	"174480.9375"	""	"338742.703125"	"303929.625"	""	"278955.71875"	"370456.15625"	"158689.65625"	"343746.65625"	"220093.95703125"	"274495.453125"	"174543.921875"	"227172.59375"	"121410.59375"	"246528.640625"	"103788.59375"	"194827.984375"	"630497.609375"	""	"403734.125"	"326803.59375"	"309977.71875"	"193136.71875"	"293982.34375"	"330659.28125"	""
"-1529356441744445500"	"High"	"IsMasterProtein"	"A0A140TA69"	"Keratin, type I cuticular Ha4 OS=Homo sapiens OX=9606 GN=KRT34 PE=3 SV=1"	"True"	"14"	"1"	"49.4"	""	""	""	"548403.875"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"548403.875"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"-880435081762619547"	"High"	"IsMasterProtein"	"Q09666"	"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2"	"False"	"2"	"3"	"628.7"	"255722.987468627"	"58859.328125"	"654239.333410314"	"184098.328125"	"694977.937848678"	"91376.109375"	"286039.51045704"	"76537.515625"	"358135.881297567"	"211388.5234375"	"652771.683251685"	"63747.65234375"	"159217.234375"	"196948.171875"	"332037.84375"	"375587.90625"	"58859.328125"	""	""	""	"362908.03125"	"611072.953125"	"1310860.421875"	"700455"	""	"184098.328125"	"451906.625"	"121479.328125"	"365878.96875"	"1453900.5"	"1320093.1875"	"168213.84375"	""	""	""	"91376.109375"	"306248.78125"	"320700.65625"	"246867.078125"	"267163.84375"	""	""	""	"76537.515625"	"370961.84375"	"345753.375"	"326369.3125"	"421045.09375"	""	""	""	"211388.5234375"	"565460.875"	"277049.21875"	"1368580.40625"	"753563.84375"	""	""	""	"63747.65234375"	""
"-4642544614061212331"	"High"	"IsMasterProtein"	"P38159"	"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3"	"False"	"13"	"4"	"42.3"	"21652.9108127512"	"14836.416015625"	"503293.594101089"	"863666.012209076"	"22775.7374679504"	"106018.498941998"	"43104.0868251825"	"145924.542268937"	"21974.130859375"	"36729.0578560152"	"332350.78103988"	"521320.513265124"	""	"10524.3642578125"	"44548.87109375"	""	"12982.2333984375"	"14836.416015625"	"44649.609375"	""	"251122.75"	"561044.26171875"	"463469.02734375"	"546540.171875"	"529492.3046875"	"630500.78515625"	"1292730.80273438"	"1183057.97265625"	"36086.3671875"	"24883.7421875"	"20846.310546875"	"12456.9482421875"	"422902.119140625"	"329296.75390625"	"34133.109375"	"26832.673828125"	"30746.216796875"	"37809.48046875"	"49140.1171875"	"110236.126953125"	"70627.0380859375"	"123398.79296875"	"172562.239257813"	"206852.77734375"	"21974.130859375"	"14011.953125"	""	"46902.384765625"	"43956.578125"	"496540.40625"	"5404.40087890625"	"30689.916015625"	"143693.5625"	"196636.1875"	"561733.03125"	"607938.234375"	"499529.493164063"	"331139.59375"	"544062.125"	"1642745.76953125"	""
"-6634047056467408227"	"High"	"IsMasterProtein"	"P62318"	"Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1"	"False"	"15"	"2"	"13.9"	"31123.34765625"	"46612.04296875"	"763427.725742553"	"991759.075288646"	"163613.515625"	"198293.5625"	""	"85171.1796875"	"127150.9296875"	"132398.5625"	"378064.556695121"	"409996.05824243"	""	""	"31123.34765625"	""	""	"30839.51953125"	"46612.04296875"	"105853.125"	"138705.3125"	"682299.8203125"	"854202.03125"	"900079.25"	"369069.4375"	"875605.515625"	"1154078.90625"	"1123321"	"163613.515625"	"179948.875"	"134014.953125"	""	"201819.71875"	"198293.5625"	"85020.7578125"	""	""	""	""	""	"65086.02734375"	"101665.4765625"	"85171.1796875"	""	"157979.9375"	"64114.20703125"	""	"127150.9296875"	"126233.046875"	"132398.5625"	""	"186623.828125"	"363889.25"	"314126.78125"	"395652.6875"	"392792.0625"	"392792.5625"	"326795.9375"	"427953.03125"	"454950.90625"	""
"2151926267082362024"	"High"	"IsMasterProtein"	"A8K2U0"	"Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens OX=9606 GN=A2ML1 PE=1 SV=3"	"False"	"5"	"7"	"161.0"	""	"1322956.67437804"	""	"192114.517412106"	""	"216168.6953125"	""	"158823.712346226"	""	"52592.91796875"	""	"345895.771004985"	""	""	""	""	"1405849.1875"	"250790.4453125"	"1628283.796875"	"1244951.71875"	""	""	""	""	"130560.84375"	"184249.875"	"285537.21875"	"200314.859375"	""	""	""	""	"343234.2734375"	"216168.6953125"	""	"124510.6328125"	""	""	""	""	"845363.046875"	"182322.015625"	"138353.953125"	"36580.04296875"	""	""	""	""	"40695.46875"	"56730.66796875"	""	"52592.91796875"	""	""	""	""	"633186.640625"	"306165.265625"	"149630.59375"	"390782.03125"	""
"-5631999146533429965"	"High"	"IsMasterProtein"	"Q02878"	"60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3"	"False"	"15"	"5"	"32.7"	""	"30730.841796875"	"100552.102390952"	"234744.246038658"	"157840.479070318"	"151070.455479507"	"90375.1261425053"	"200230.6796875"	"29336.2903173155"	"35766.33203125"	"265963.568705043"	"419431.165687941"	""	""	""	""	"30730.841796875"	"28760.658203125"	"36046.2578125"	""	"64551.734375"	"156629.80078125"	"56563.8984375"	"225758.1171875"	"121510.24609375"	"159955.19921875"	"344501.84375"	"391133.015625"	"343459.35546875"	"126549.59375"	"33544.88671875"	"196868.40625"	"243739.15625"	"148606.578125"	"54070.69921875"	"153575.18359375"	"57004.0546875"	"143282.1484375"	"41058.2578125"	"200875.01171875"	""	"163187.234375"	"200230.6796875"	"208288"	"23436.4921875"	""	""	"36721.27734375"	""	"39850.34375"	"35766.33203125"	"27686.171875"	"239294.0859375"	"338811.9609375"	"295605.3828125"	"233665.9375"	"411717.4453125"	"339844.3671875"	"525947.6171875"	"427289.40625"	""
"-4550175075661587004"	"High"	"IsMasterProtein"	"P00403"	"Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1"	"False"	"7"	"3"	"25.5"	"111651.456006919"	"215812.823105597"	"469249.6640625"	"635815.290420848"	"241490.430455175"	"669727.002741919"	"93249.84375"	"277193.92559059"	"56130.6953125"	"118162.862949255"	"296024.410424185"	"889476.116591082"	""	""	"122078.9453125"	"102114.640625"	""	""	"184284.4765625"	"252735.203125"	""	"464646.5859375"	"469249.6640625"	"697695.90625"	"280776.2734375"	"627309.71875"	"644436.1875"	"868235.6328125"	"535259.984375"	"491366.421875"	"118684.6015625"	"111759.234375"	"958647.796875"	"1089477.53125"	"467882.21875"	"182214.28125"	"63410.66015625"	"93249.84375"	"149771.421875"	""	"309297.1875"	"628253.359375"	"248422.796875"	"228641.50390625"	""	""	""	"56130.6953125"	"54999.47265625"	"253865.3828125"	"45810.85546875"	"282581.78125"	"203746.09375"	"83678.7890625"	"430096.3515625"	"651303.703125"	"966872.265625"	"729610.4921875"	"853106.40625"	"927396.34375"	""
"1245532746290238029"	"High"	"IsMasterProtein"	"P61353"	"60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2"	"False"	"21"	"3"	"15.8"	"445065.625814253"	"665617.986870053"	"399252.955313939"	"803852.205158269"	"379111.281932454"	"711379.594306819"	"265899.718988362"	"518820.252816915"	""	"117015.078125"	"733695.930324507"	"1290243.23124215"	"264310.03125"	"98351.03125"	"749435.84375"	"754232.34375"	"500507.1875"	"282419.03125"	"885196.6875"	"1189220"	"158741.578125"	"383718.4375"	"624686.5625"	"415416.375"	"247403.90625"	"595645"	"1217963.625"	"1084838.0625"	"517156.75"	"515323.375"	"227996.921875"	"278903.25"	"734110.59375"	"689352.4375"	"761706.625"	"468525.328125"	"119721.5"	"489328.171875"	"546787.515625"	"144489.25"	"421787.890625"	"1054456.1875"	"624047.5"	"431336.484375"	""	""	""	""	""	"117015.078125"	""	""	"1389046.75"	"364505.59375"	"503654.9375"	"1068806.59375"	"2171075.25"	"728757.53125"	"1296819.625"	"1283700.1875"	""
"-8008220722696435274"	"High"	"IsMasterProtein"	"Q5VV87"	"Microsomal glutathione S-transferase 3 OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1"	"False"	"10"	"1"	"14.4"	""	""	"119746.8203125"	"151012.078125"	"104731.842204341"	"164006.859375"	""	"174261.390625"	"53419.796875"	"85839.4734433032"	"112671.208945025"	"154872.71875"	""	""	""	""	""	""	""	""	""	"95131.8046875"	"119746.8203125"	"126382.1328125"	""	"72219.40625"	"151012.078125"	"203707.203125"	"98130.4296875"	"111777.34375"	""	""	"163865.671875"	"165137.96875"	"164006.859375"	""	""	""	""	""	""	""	""	"174261.390625"	""	""	""	"53419.796875"	""	"73261.6953125"	""	"100576.640625"	""	""	"115387.296875"	"110019.0546875"	"196724.390625"	""	"154872.71875"	"135792.90625"	""
"-2106198041571123129"	"High"	"IsMasterProtein"	"Q9UMS4"	"Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1"	"False"	"13"	"3"	"55.1"	"138615.34375"	""	"339032.753673963"	"619580.422715251"	"349423.625"	"152569.375"	"345802.05945386"	""	"372064.953199712"	""	"387941.945363728"	"299157.263064201"	""	"138615.34375"	""	""	""	""	""	""	"93757.5"	"203137.296875"	"565840"	"746554.859375"	"169533.625"	"524194.453125"	"815773.40625"	"732323.46875"	""	"615429.359375"	"349423.625"	"145027.25"	"152569.375"	"219238.890625"	""	"152335.78125"	"329101"	"312937.5"	"428227.90625"	"363350.65625"	""	""	""	""	"333365.5625"	"356770.90625"	"388014.625"	"389762.46875"	""	""	""	""	"648642.359375"	"311171"	"483653.53125"	"243286.390625"	"344438.84375"	"143166.3125"	"261326.984375"	"342463.9375"	""
"-6575601821171362980"	"High"	"IsMasterProtein"	"P39019"	"40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2"	"False"	"26"	"2"	"16.1"	"116653.279516859"	"78573.5375780896"	"733999.62741823"	"756634.697154488"	"45623.3606882369"	"29046.6875"	"80079.9755812919"	"417545.60546875"	"199636.793871026"	"174017.33419896"	"875927.808100889"	"858092.477247597"	"40125.26171875"	"64355.783203125"	"361812.328125"	"211449.3359375"	"72116.703125"	"167940.87109375"	"85608.47265625"	"40221.82421875"	"60672.703125"	"1070615.453125"	"609927.8046875"	"883310.203125"	"58485.25"	"1020289.71875"	"572630.015625"	"999766.078125"	"72761.2578125"	"44546.92578125"	"27627.046875"	"46725.806640625"	"146403.85546875"	""	"26074.01171875"	"29046.6875"	"37795.3828125"	"69603.6015625"	"92133.19921875"	"119111.81640625"	""	"537152.390625"	"175373.265625"	"417545.60546875"	"165378.51953125"	"240991.693359375"	"74452.265625"	"547220.171875"	"196996.234375"	"329204.0546875"	"140383.9921875"	"153718.83984375"	"495717.5859375"	"804965.359375"	"953146.015625"	"1060232.03125"	"589621.9296875"	"1033528.9375"	"924401.71875"	"796539.734375"	""
