"Accession","Description","Sample.a.buffer2","Sample.b.buffer2","Sample.c.buffer2","Sample.d.buffer2","Control.a.buffer2","Control.b.buffer2","Control.c.buffer2","Control.d.buffer2","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"77","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",21827647.28125,28472748.015625,16336056.09375,14202537.3125,22957873.28125,31054931.90625,17807889.4804688,14986309.875,0.48738179230916,0.478311065591554,0.478446641681767,0.486574108983043,0.482510375332405,19081851.6875,20382881.3808594,-0.847157265295968
"78","P29508","Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2",239801.046875,10287636.9375,208743.40625,34203837.390625,2574263.90625,2206360.47265625,4608333.71289063,778235.59375,0.085215178352121,0.823406360652619,0.0433340386892622,0.977753302553065,0.45431076950237,5263718.9921875,2390312.18945312,-0.846999316376848
"79","Q96P63","Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1",56716154.921875,58907748,43857017.6328125,12792130,4955797.59375,3151361.81054688,8018766.140625,3027664.14453125,0.919642602648353,0.949219996545756,0.845423711077867,0.808615452459735,0.88253315686311,50286586.2773438,4053579.70214844,17.5548088188634
"80","F5GZS6","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1",9917362.953125,11968790.65625,6929313.66015625,3971557.1875,3063256.984375,13897671.4609375,2250155.96875,914641.90625,0.764013044128541,0.46271463805238,0.754870808476316,0.812811166982547,0.759441926302428,8423338.30664062,2656706.4765625,3.78833547762083
"81","Q01546","Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2",109801.6953125,95903.2109375,76528.453125,93379.9921875,2415782.3671875,2489693.5,4839506.625,3670226.625,0.0434757634651094,0.0370913261653736,0.0155671088405228,0.0248113051350945,0.0309513156502341,94641.6015625,3079960.0625,24.5345851036139
"82","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",664728.6953125,512060.7578125,387854.80859375,656924.6875,630928.2578125,835854.515625,331173.390625,235281.734375,0.513043744881111,0.379890908503934,0.539415295554706,0.736292265325161,0.526229520217908,584492.72265625,481050.82421875,-0.579159054812518
"83","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",2243245.48632813,1002081.42773438,1380205.55664063,655461.603515625,2395772.19335938,1814457.29296875,2027745.29882813,1836461.359375,0.483560452065196,0.355784715604484,0.404995733558131,0.263034457034455,0.380390224581307,1191143.4921875,1932103.32910156,0.286327357660717
"84","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",3016341.3046875,3466829.7421875,2492419.87109375,1520709.9765625,3699212.76953125,3176948.203125,3124496.359375,1016399.28125,0.44915747402993,0.521816016538228,0.443734563384391,0.599386869871603,0.485486745284079,2754380.58789062,3150722.28125,-0.825449557503381
"85","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",2140677.79882813,2510075.9375,719292.645507813,898195.095214844,4426910.43164063,4395741.30859375,2533496.546875,1695520.62304688,0.325945799844297,0.363472685136551,0.221131036463171,0.346296661924385,0.336121230884341,1519436.44702149,3464618.92773438,2.13417646635695
"86","P78406","mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1",2378974.25,2256606,0,3892614.625,762127.171875,530524.1875,442391.125,0,0.757369448000801,0.809652168427816,0,1,0.783510808214309,2317790.125,486457.65625,1.43428904318591
"87","Q9GZT3","SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",9189283.59375,13959897.0546875,6057255.00390625,6532638.6171875,12942998.21875,16217667.875,8522091.9296875,9285905.8515625,0.415198201053089,0.4625918985582,0.415468198369648,0.412973433181094,0.415333199711369,7860961.10546875,11114452.0351562,-0.518596855930527
"88","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",775131.3125,453813.8125,2633899.75,587198.75,4848353.890625,8774770.734375,3361009.171875,1586669.1875,0.137838241677822,0.0491748014221391,0.439356091030689,0.270117029590718,0.20397763563427,681165.03125,4104681.53125,6.70530458781388
"89","Q6KB66","Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2",2491924.328125,2196951.75,2141857.94140625,1170633.91015625,14908008.9453125,10502636.1640625,10610877.2578125,9670810.125,0.143214591054159,0.172993940029131,0.167952827997045,0.107977674040484,0.155583709525602,2169404.84570312,10556756.7109375,12.463247125341
"90","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",2378629.828125,2354187.375,2429347.265625,1010860.28125,3698611.53125,3281924.546875,2074294.6875,803123.96875,0.39139959851284,0.417697059184165,0.539418384256616,0.557259679211658,0.478557721720391,2366408.6015625,2678109.6171875,-0.83874420944761
"91","P02545","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",5726387.7421875,4105757.41796875,13685902.2695313,9650572.1796875,4385333.453125,3959149.84375,2629321.00390625,2137800,0.566311870311662,0.509089228769849,0.838842474918073,0.818651806422974,0.692481838367318,7688479.9609375,3294235.42382812,3.07017473759375
"92","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",2299718.859375,1957742.2109375,1753793.3515625,541910.46484375,3302091.6796875,2766135.125,2100393.3046875,823912.32421875,0.41053135291503,0.414435446078103,0.455035914962376,0.396764843274959,0.412483399496567,1855767.78125,2433264.21484375,-0.431641246174626
"93","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",1904753.109375,2280044.1875,2094764.28125,908908.68359375,2933374.9609375,3388450.59375,2756847.59375,1941162.0625,0.393696297760876,0.402230975856559,0.431766665434258,0.31890741127724,0.397963636808717,1999758.6953125,2845111.27734375,0.0858221801372276
"94","O60232","Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1",7368768,7908436.5,4521640,5462282,0,50579.69140625,0,0,1,0.993644981968894,1,1,1,6415525,0,31.336567634449
"95","Q15149","Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3",236055.3984375,330267.07421875,226702.234375,289218.0390625,165285.8125,118563.5546875,354326.046875,251492.015625,0.588166358211991,0.735838984571026,0.390174182033415,0.534885631504766,0.561525994858379,262636.71875,208388.9140625,-0.339419290862811
"96","J3QTR3","Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1",6933527.41992188,7313894.30273438,5485859.44726563,4807060.65234375,7290260.6875,6715270.7421875,6697132.90039063,4538682.56445313,0.487459976734609,0.521334967499137,0.450288343841978,0.514358306325401,0.500909141530005,6209693.43359375,6706201.82128906,-0.845624567156085
"97","P16403","Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2",852772.3984375,153007.796875,295426.4296875,182286.515625,1813005.25,973894.8828125,944841.1015625,821168.40625,0.319896297028876,0.135777294377746,0.238195729746916,0.181658898323394,0.209927314035155,238856.47265625,959367.9921875,7.06574196729386
"98","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",14818006,17884982,19786470,17787502,5437719.40625,1694735.0390625,5107371.8984375,664538.220703125,0.731546548089946,0.913444354906589,0.794833922410423,0.963985650759773,0.854139138658506,17836242,3401053.46875,14.6487929136686
"99","Q08554","Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2",34232.44140625,1418660.75,2680269.89501953,236071.546875,4100321.47460938,3052203.68359375,2679066.37109375,2384535.46875,0.00827959729189817,0.317312405927652,0.500112282927029,0.0900827729863565,0.203697589457004,827366.1484375,2865635.02734375,6.3819365577789
"100","Q6ZXV5","Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2",2826805.40429688,4932265.625,1388725.8046875,505514.55859375,216723.078125,274638.859375,217630.90625,0,0.928792163642726,0.947254868953494,0.864518942294588,1,0.93802351629811,2107765.60449219,217176.9921875,23.4682147050867
"101","P14625","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",623282.3828125,1446535.234375,402812.578125,3116999.59765625,807497.28125,1072125.28125,1185799.2734375,1106293.625,0.435624295248072,0.574327197095892,0.25356261677691,0.738049534646284,0.504975746171982,1034908.80859375,1089209.453125,-0.833678810550355
"102","Q14126","Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2",612481.0859375,439646.61328125,571825.2265625,516198.2734375,421303.603515625,462677.4296875,685263.28125,670513.71875,0.592464845132795,0.487238056779205,0.454880641266502,0.434981930608097,0.471059349022854,544011.75,566595.57421875,-0.846595529735459
"103","Q6UWP8","Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2",0,37060.0825195313,6819.953125,127292.37109375,782530.013671875,625511.189453125,851907.514648438,104614.852539063,0,0.055933729829839,0.00794192963535125,0.548893514827708,0.0319378297325951,21940.0178222657,704020.6015625,11.9211671287737
"104","P05388","60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1",370808.34375,457847.875,434763.28125,161455.779296875,763743.2578125,549804.0234375,386473.96875,211096.15625,0.326832506550891,0.454371073691177,0.529400342288419,0.433377910276782,0.44387449198398,402785.8125,468138.99609375,-0.614736992706592
"105","Q9Y5A9","YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2",230739.84375,167733.125,278554.0234375,227759.1875,1358583.3125,609573.9375,595592.375,510919.5,0.145181200464246,0.215787470733292,0.318658320774877,0.308333232505777,0.262060351619535,229249.515625,602583.15625,5.33231601317054
"106","P20700","Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2",1214602.6015625,1914121.26953125,858507.2578125,884564.72265625,4221213.5234375,5105762.2421875,2901658.03125,1452792.21875,0.223444386938769,0.272671372158225,0.228316361599771,0.378446572274092,0.250493866878998,1049583.66210938,3561435.77734375,3.80361457319295
"107","P40926","Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",1126748.2265625,1751814.3671875,996346.46875,712522.4453125,3384823.921875,3391923.734375,2572614.84375,1715270.0234375,0.249746250196338,0.340572232216752,0.279169870869818,0.293485730137122,0.28632780050347,1061547.34765625,2978719.3828125,3.10239150670107
"108","P23396","40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2",1867244.15625,2343673.5390625,1194569.265625,713146.453125,2268009.0078125,3526073.9921875,1347909.84375,1168615.796875,0.451542887985027,0.399280126885355,0.469844279632509,0.378977978288702,0.425411507435191,1530906.7109375,1807959.42578125,-0.500130971378911
"109","Q06830","Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",3573224.0078125,4204618.90234375,2895591.17578125,3241790.0859375,3590073.53515625,3482803.015625,2675356.6640625,2653275.33203125,0.498823898683345,0.546947851595836,0.519766341208907,0.549915879823182,0.533357096402371,3407507.046875,3079079.83984375,-0.694529768227287
"110","P04075","Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2",2241670.5390625,1566695.046875,1589048.8125,1251725.4375,575779.3984375,479556.9453125,472092.98046875,619490.201171875,0.795638108498778,0.765641305595094,0.770955602336909,0.668937033034008,0.768298453966002,1577871.9296875,527668.171875,6.7278695679066
"111","P31151","Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4",718606.1171875,374854.453125,984823.484375,170005.15625,2951282.3515625,5743834.9921875,3320584.9609375,325196.09375,0.195811432229237,0.0612638468540309,0.228741011888715,0.343305184003473,0.212276222058976,546730.28515625,3135933.65625,7.84168800429069
"112","P04040","Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3",2102552.96875,0,1479813.6875,491961.09375,1632753.40625,1517071.953125,1358389.69140625,568770.6484375,0.562886349248929,0,0.521390996324679,0.463794071756022,0.492592534040351,985887.390625,1437730.82226562,0.0721328002954018
"113","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",1153743.30078125,1272798.8671875,1059672.27734375,598258.375,1092676.453125,1586483.15625,1051117.984375,590245.70703125,0.513592038520419,0.445146318815137,0.502026324719204,0.503370904690144,0.502698614704674,1106707.7890625,1071897.21875,-0.847674471694829
"114","Q96S66","Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1",5753520.296875,7350839.03125,4021069.0234375,4132552.421875,838108.9609375,1318028.48046875,551336.5546875,462702.94921875,0.872852533393901,0.847958400715317,0.879420898853512,0.899308545042053,0.876136716123707,4943036.359375,694722.7578125,16.9755712815548
"115","Q16777","Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",5092027.0859375,3604314.0546875,1420000.953125,1730341.375,9984513.859375,7024165.265625,3676141.28125,3725369.625,0.337745050698826,0.339118508496239,0.278642331359331,0.31716147996109,0.327453265329958,2667327.71484375,5374767.4453125,1.98769359487597
"116","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",996090.94140625,4145110.4375,1201145.24609375,615174.25390625,12038005.5507813,13479167.1289063,8177623.88671875,10542476.6015625,0.0764219401017395,0.235193211289466,0.128070669944463,0.0551347467199811,0.102246305023101,1098618.09375,11290241.0761719,14.6346443340995
"117","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",709601.53125,965016.765625,475588.3125,405056.0234375,1377633.66015625,1375216.59375,756339.18359375,709176.75,0.339972004195615,0.412359204161898,0.386052193824731,0.363529087542335,0.374790640683533,592594.921875,1065777.88867188,0.317057159969397
"118","Q5QNW6","Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3",3373931.30859375,2634423.61914063,1441628.90625,1590609.75,8014821.4765625,6267802.99804688,3942069.5,4276239.46679688,0.296251167466839,0.295928617909406,0.267776683882662,0.271118225681693,0.28352342179555,2112516.68457032,5272021.23242188,3.46801847961719
"119","P31942","Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2",2904768.421875,739053.2421875,472734.4609375,1202814.96875,1860180.21875,1891745.3046875,782572.9140625,1388432.9921875,0.609611695939286,0.280923540521712,0.376588611165851,0.464183662421418,0.420386136793634,970934.10546875,1624306.60546875,-0.58478591929004
"120","P01040","Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1",202293.015625,198556.78125,150517.53125,0,2886722.71875,1086435.86523438,2724204.8828125,150864.416992188,0.0654878553624234,0.154519780166239,0.0523589792578587,0,0.058923417310141,174537.15625,1905320.37402344,20.2360650916427
"121","P67809","Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3",100900.4375,78975.7890625,89353.9453125,93825.9140625,215838.4375,325028.81640625,138636.1796875,139061.0625,0.318560320390101,0.195482397956498,0.391920243530284,0.402881755980545,0.355240281960193,91589.9296875,177449.75,1.66417871967513
"122","P27797","Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1",672029.546875,776244.21875,518712.1953125,285859.8125,417517.421875,840751.95703125,505291.76953125,494146.17578125,0.616797225039318,0.480053218663278,0.506552916903646,0.366484125499978,0.493303067783462,595370.87109375,499718.97265625,-0.846522724624603
"123","E9PLD0","Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1",928657.673828125,425719.884765625,557902.439453125,416659.443359375,1002086.70117188,1485008.35351563,716811.576171875,760114.171875,0.480984270032185,0.22280504167802,0.437668710482941,0.354069328174383,0.395869019328662,491811.162109375,881100.43652344,0.350864681361712
"124","A0A087WX29","TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1",948309.4140625,813955.3671875,425290.421875,192117.03125,755139.41015625,964615.296875,469377.625,714594.53125,0.556699679250665,0.457645784693375,0.475361139095672,0.211883292543763,0.466503461894524,619622.89453125,734866.970703125,-0.506384560039807
"125","P62701","40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",1520277.578125,918568.8046875,1058797.7265625,205219.25390625,1643942.8125,1456129.84375,502790.875,398155.251953125,0.480458814635447,0.38681489345686,0.678026034195616,0.340119199457988,0.433636854046153,988683.265625,979460.359375,-0.826812104119068
"126","P60866","40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1",507819.87890625,787633.140625,286227.984375,278028.65625,786347.265625,797549.3359375,620117.2109375,620159.46875,0.392391261864543,0.496872222769582,0.315804602766511,0.309543901228932,0.354097932315527,397023.931640625,703253.3671875,0.247669345732483
"127","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",771738.5859375,617566.662109375,333977.670898438,178962.017578125,665356.453125,554838.36328125,820198.08984375,367841.9375,0.537012907956978,0.526751974560679,0.28936465507097,0.327287350276308,0.427019662418494,475772.166503906,610097.408203125,-0.443692551308327
"128","Q13867","Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1",434039.390625,221188.71875,950179.9375,838767.421875,1385802.96875,112573.796875,1495956.515625,290955.95703125,0.238503839845812,0.662712882349309,0.388441101184736,0.742453805538714,0.525576991767023,636403.40625,838379.462890625,-0.810840688272174
"129","F8VVM2","Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",3159368.2265625,3928500.75390625,1941254.703125,1748725.2890625,4556834.3515625,5576639.71484375,3370704.8671875,2843119.00390625,0.409445992970575,0.413302756210911,0.365449826458449,0.380832880535656,0.395139436753115,2550311.46484375,3963769.609375,-0.0193639485539738
"130","P62277","40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2",1678705.8203125,806350.4375,574303.296875,655563.1171875,1613266.03125,1073469.71875,1964524.3125,662655.5078125,0.509939299607231,0.428950841291417,0.226208071298067,0.497309857981638,0.463130349636527,730956.77734375,1343367.875,-0.386168471246679
"131","Q8TEM1","Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3",441870.171875,559710.421875,337485.3203125,185538.09375,1144506.6015625,1928572.515625,1663020.1796875,47354.375,0.278540495091539,0.224938415740352,0.168700021225885,0.796668500041395,0.251739455415946,389677.74609375,1403763.390625,0.494527081824676
"132","P08865","40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4",263111.96875,941395.375,0,244637.359375,1194083.40625,1664092.40625,510899.609375,578124.6875,0.180560529675027,0.361312527264419,0,0.297336709081535,0.238948619378281,253874.6640625,886104.046875,7.65675617834721
"133","Q01650","Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2",1333822.39306641,1519457.91601563,810626.74609375,750735.576171875,325374.078125,444746.5078125,262373.270507813,260418.91015625,0.803896594662258,0.773574225565732,0.755476918501074,0.74245388446831,0.764525572033403,1072224.56958008,293873.674316406,7.9738526840482
"134","Q96EP5","DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1",264111.9609375,403128.5234375,111188.7109375,200783.140625,276730.1640625,227698.671875,153727.46875,242468.875,0.48833467056121,0.639047470421432,0.419712797718359,0.452977388815456,0.470656029688333,232447.55078125,235083.7734375,-0.834482560655871
"135","P62249","40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2",2269341.828125,2113216.5,1555457.6640625,906936.84375,1894530.2265625,2586105.3984375,1625828.6640625,1356627.8984375,0.545007579080216,0.449685411144666,0.488939851251699,0.400667507691227,0.469312631198182,1834337.08203125,1760179.4453125,-0.825978098861951
"136","P38919","Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4",308821.23046875,733154.9609375,0,336495.73828125,669840.4921875,871986.0625,385586.140625,176322.3125,0.31555462252121,0.456754235442446,0,0.65616983990446,0.386154428981828,322658.484375,527713.31640625,0.747516308740932
"137","P26599","Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1",586992.359375,800974.0546875,1362757.4375,223748.125,1201416.3515625,1203954.03125,1221447.375,744092.28125,0.328220476552752,0.399502635683297,0.527341111241739,0.231182872253635,0.363861556118025,693983.20703125,1202685.19140625,0.402920544305486
"138","P20073","Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3",224092.875,604666.703125,207901.15625,238800.078125,278339.015625,285702.0703125,0,236859.234375,0.446016423681307,0.679119395428174,1,0.502040161623031,0.590579778525603,231446.4765625,257599.125,1.98806034586721
"139","P32119","Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5",431261.98046875,794729.14453125,332842.9296875,431323.26953125,1223434.3046875,994492.015625,1135589.5390625,655509.6796875,0.260629086036793,0.444176025987669,0.22666546591062,0.396862525967122,0.328745806001957,431292.625,1065040.77734375,1.5001436452695
"140","P20930","Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3",0,45951.330078125,14855.5576171875,25614.80078125,517496.245117188,383053.221679688,578899.414550781,171733.984375,0,0.107111521054597,0.0250196769939385,0.129794570364188,0.0660655990242678,20235.1791992188,450274.733398438,20.5198609102705
"141","P00338","L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2",1609445.53515625,1521163.328125,1464005.8671875,621606.859375,1969661.68359375,1891721.60546875,1047241.6171875,891840.9453125,0.449677932732719,0.445711870667501,0.5829795256328,0.41072236349991,0.44769490170011,1492584.59765625,1469481.61132812,-0.829273097878737
"142","P49327","Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3",1705878.5625,2185240.1015625,1424139.48828125,1161388.47265625,803198.205078125,750867.42578125,684279.74609375,523090.06640625,0.679882969123576,0.744264329971407,0.675453659814201,0.689464689352839,0.684673829238207,1565009.02539062,717573.5859375,3.73619034141993
"143","P16401","Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3",542950.734375,614566.1875,442408.09375,388992.03125,410226.71875,403877.99609375,222064.875,0,0.56962188162858,0.60343629763921,0.665802996594811,1,0.63461964711701,492679.4140625,312971.435546875,4.34126002577431
"144","P05109","Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1",9428093.12109375,9222887.2109375,7007478.0625,3533828.36523438,4428495.4375,4000298.2109375,3980677.296875,1367566.3203125,0.680405070932594,0.697478475623594,0.637730158822452,0.720984248759818,0.688941773278094,8115182.63671875,3990487.75390625,3.12391509026929
"145","Q15365","Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2",718636.953125,867834.96875,690134.640625,307377.4375,1010938.578125,454461.15625,366771.0546875,1123569.03125,0.415499028600171,0.65630909169457,0.652976555700123,0.214807083432345,0.534237792150147,704385.796875,732699.8671875,-0.848499051134475
"146","A0A1B0GVD5","Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1",353167.111328125,278746.25390625,29267.708984375,141441.0625,1284183.64648438,1636710.99609375,2008502.453125,1476334.984375,0.215694230233206,0.145524654181789,0.0143626153373837,0.0874293217366005,0.116476987959195,210093.658203125,1556522.99023438,15.3813175732515
"147","A0A5F9ZHM4","L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=1",2052009.59375,1444570.4375,1009934.96484375,1283900.5625,1160136.953125,1365646.078125,1469066.90820313,1290909.48828125,0.638828136825307,0.514042398323434,0.407395805474912,0.498638943136966,0.5063406707302,1364235.5,1328277.78320312,-0.781939515520379
"148","P30101","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",4616121.3671875,5560944.109375,5211809.703125,4786767.33984375,1488193.7109375,1718300.5,1564016.5625,697606.6640625,0.756206275087194,0.763945217916295,0.76917699758116,0.872801041000189,0.766561107748727,4999288.52148438,1526105.13671875,9.55158496642908
"149","P78386","Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1",724338.375,725691.28125,1039650.46875,888003.5625,2095373.53125,1655254.6484375,3548014.85839844,2224306.30664063,0.256883823270908,0.304791163966183,0.226618638155154,0.285319778504316,0.271101800887612,806847.421875,2159839.91894532,4.17232507433608
"150","A0A0A0MR02","Outer mitochondrial membrane protein porin 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1",2385217.28125,3332195.84375,2100252.15625,1717295.515625,3197524.15625,3520710.625,2227952.5,1989206.640625,0.427248388261041,0.486245632994581,0.485247885221232,0.463319713096417,0.474283799158824,2242734.71875,2712738.328125,-0.807346177210029
"151","D6RBZ0","Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1",265661.875,315789.734375,254954.375,201793.671875,711067.078125,857397.421875,858954.96875,502832.7734375,0.271991399609919,0.269172512410038,0.228882517621848,0.286383903439084,0.270581956009979,260308.125,784232.25,4.39526519544992
"152","G5E972","Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",1209116.5390625,903783.5234375,180630.703125,105952.6171875,1506246.796875,1811407.125,781974.046875,880498.2265625,0.445287200817655,0.332861901965373,0.187647841053143,0.107407903656629,0.260254871509258,542207.11328125,1193372.51171875,4.16510721478588
"153","P47929","Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2",51870.4921875,117225.4375,140385.69921875,0,433182.609375,1793457.3671875,281835.0234375,377313.92578125,0.10693776005227,0.0613526416903996,0.332493626403659,0,0.0841452008713348,84547.96484375,405248.267578125,14.47107949078
"154","P50995","Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1",275997.6875,405995.421875,139077.66796875,167218.15625,320909.8828125,400650.3125,319131.6171875,65037.0546875,0.462379271476665,0.503313170297207,0.303524333692462,0.719975907429687,0.482846220886936,221607.921875,320020.75,-0.840001396250834
"155","O43809","Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1",170774.265625,403498.015625,31705.65625,181712.7265625,227152.3125,542069.859375,214630.7890625,231940.39453125,0.429160239634345,0.426725596642124,0.128708751195052,0.439287696130587,0.427942918138234,176243.49609375,229546.353515625,0.787345047191871
"156","E7EQB2","Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1",760696.5546875,0,544668.0625,120175.21875,3838315.9921875,162348.42578125,1150558.75390625,157585.99609375,0.165404322544062,0,0.321295095870802,0.432656585324926,0.243349709207432,332421.640625,656453.58984375,6.33808720858679
