"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Abundances Normalized F1 Light Control Hevay_HA"	"Abundances Normalized F2 Light Control Hevay_HA"	"Abundances Normalized F3 Light Control Hevay_HA"	"Abundances Normalized F4 Light Control Hevay_HA"	"Abundances Normalized F5 Light Control Hevay_HA"	"Abundances Normalized F6 Light Control Hevay_HA"	"Abundances Normalized F13 Light Sample Heavy_wt"	"Abundances Normalized F14 Light Sample Heavy_wt"	"Abundances Normalized F15 Light Sample Heavy_wt"	"Abundances Normalized F16 Light Sample Heavy_wt"	"Abundances Normalized F17 Light Sample Heavy_wt"	"Abundances Normalized F18 Light Sample Heavy_wt"	"Abundances Normalized F1 Heavy Sample Hevay_HA"	"Abundances Normalized F2 Heavy Sample Hevay_HA"	"Abundances Normalized F3 Heavy Sample Hevay_HA"	"Abundances Normalized F4 Heavy Sample Hevay_HA"	"Abundances Normalized F5 Heavy Sample Hevay_HA"	"Abundances Normalized F6 Heavy Sample Hevay_HA"	"Abundances Normalized F13 Heavy Sample Heavy_wt"	"Abundances Normalized F14 Heavy Sample Heavy_wt"	"Abundances Normalized F15 Heavy Sample Heavy_wt"	"Abundances Normalized F16 Heavy Sample Heavy_wt"	"Abundances Normalized F17 Heavy Sample Heavy_wt"	"Abundances Normalized F18 Heavy Sample Heavy_wt"	"Abundance F1 Light Control Hevay_HA"	"Abundance F2 Light Control Hevay_HA"	"Abundance F3 Light Control Hevay_HA"	"Abundance F4 Light Control Hevay_HA"	"Abundance F5 Light Control Hevay_HA"	"Abundance F6 Light Control Hevay_HA"	"Abundance F13 Light Sample Heavy_wt"	"Abundance F14 Light Sample Heavy_wt"	"Abundance F15 Light Sample Heavy_wt"	"Abundance F16 Light Sample Heavy_wt"	"Abundance F17 Light Sample Heavy_wt"	"Abundance F18 Light Sample Heavy_wt"	"Abundance F1 Heavy Sample Hevay_HA"	"Abundance F2 Heavy Sample Hevay_HA"	"Abundance F3 Heavy Sample Hevay_HA"	"Abundance F4 Heavy Sample Hevay_HA"	"Abundance F5 Heavy Sample Hevay_HA"	"Abundance F6 Heavy Sample Hevay_HA"	"Abundance F13 Heavy Sample Heavy_wt"	"Abundance F14 Heavy Sample Heavy_wt"	"Abundance F15 Heavy Sample Heavy_wt"	"Abundance F16 Heavy Sample Heavy_wt"	"Abundance F17 Heavy Sample Heavy_wt"	"Abundance F18 Heavy Sample Heavy_wt"	"Found in Sample in S1 F1 Light Control Hevay_HA"	"Found in Sample in S2 F2 Light Control Hevay_HA"	"Found in Sample in S3 F3 Light Control Hevay_HA"	"Found in Sample in S4 F4 Light Control Hevay_HA"	"Found in Sample in S5 F5 Light Control Hevay_HA"	"Found in Sample in S6 F6 Light Control Hevay_HA"	"Found in Sample in S25 F13 Light Sample Heavy_wt"	"Found in Sample in S26 F14 Light Sample Heavy_wt"	"Found in Sample in S27 F15 Light Sample Heavy_wt"	"Found in Sample in S28 F16 Light Sample Heavy_wt"	"Found in Sample in S29 F17 Light Sample Heavy_wt"	"Found in Sample in S30 F18 Light Sample Heavy_wt"	"Found in Sample in S7 F1 Heavy Sample Hevay_HA"	"Found in Sample in S8 F2 Heavy Sample Hevay_HA"	"Found in Sample in S9 F3 Heavy Sample Hevay_HA"	"Found in Sample in S10 F4 Heavy Sample Hevay_HA"	"Found in Sample in S11 F5 Heavy Sample Hevay_HA"	"Found in Sample in S12 F6 Heavy Sample Hevay_HA"	"Found in Sample in S31 F13 Heavy Sample Heavy_wt"	"Found in Sample in S32 F14 Heavy Sample Heavy_wt"	"Found in Sample in S33 F15 Heavy Sample Heavy_wt"	"Found in Sample in S34 F16 Heavy Sample Heavy_wt"	"Found in Sample in S35 F17 Heavy Sample Heavy_wt"	"Found in Sample in S36 F18 Heavy Sample Heavy_wt"	"Number of Protein Groups"	"Modifications"
"-3353134017530951509"	"False"	"High"	"IsMasterProtein"	"Q9Y5K5"	"Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3"	"0.000"	"False"	"32.286"	"23"	"4"	"42"	"4"	"329"	"37.6"	"5.33"	"37.05"	"4"	"3189038.53960408"	"3120296.87620854"	"3462041.84618443"	"2961903.59118229"	"2887873.21435349"	"3176392.41292015"	"4023058.20068035"	"4210646.35398246"	"3991968.1239999"	"3709704.8818406"	"3564961.43269764"	"3837159.13982213"	"374020.185939267"	"217282.856230424"	"266669.823732759"	"125373.817506941"	"352931.8102176"	"392066.777951768"	"160353.59580168"	"151736.716816963"	"140140.237303326"	"192398.275390625"	"193678.039945734"	"220567.975452684"	"1930524.484375"	"1628971.0546875"	"1761676.4140625"	"1464116.38671875"	"1830299.296875"	"1449380.421875"	"2888629.265625"	"1026427.5546875"	"3215077.8203125"	"3198672.265625"	"1352688.1875"	"1482393.734375"	"207853.1015625"	"97246.453125"	"124545.584960938"	"47676.4296875"	"202589.986328125"	"156809.8125"	"132864.060546875"	"124001.5703125"	"130733.260742188"	"192398.275390625"	"190050.044921875"	"217571.25390625"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
"8724796524999156639"	"False"	"High"	"IsMasterProtein"	"P04114"	"Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2"	"0.000"	"False"	"32.273"	"2"	"7"	"54"	"7"	"4563"	"515.3"	"7.05"	"101.40"	"7"	"8886660.09802611"	"15504820.881333"	"9811681.61400773"	"12436200.9277021"	"11466208.5969428"	"6015262.61696157"	"36491421.332923"	"40247577.3173418"	"40966503.3477924"	"36945309.177046"	"39877099.2675182"	"40562984.3697874"	"1587489.23471457"	"1932068.2712982"	"2044972.78175921"	"2255579.85838498"	"1983330.17279615"	"1701667.65181001"	"1752950.6115136"	"1872449.48801547"	"1514472.66805081"	"1649876.90625"	"1640885.02307961"	"1820018.39679498"	"3020929.4375"	"5430946.71875"	"2282433"	"6147413.3125"	"5341466"	"2744750.25"	"26201507"	"29735345.25"	"32993874.75"	"31855886"	"33712222.5"	"34503076.796875"	"391016.25"	""	""	"417111.9375"	"378475.1875"	"258869.765625"	"1015597.8125"	"1594175.4375"	"668678.25"	"1649876.90625"	"1610147.8125"	"1235228.8125"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-4844416647535235754"	"False"	"High"	"IsMasterProtein"	"O00233"	"26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3"	"0.000"	"False"	"32.271"	"20"	"4"	"45"	"4"	"223"	"24.7"	"6.95"	"120.02"	"4"	"3127857.97919644"	"3034288.64861938"	"2770971.88689519"	"2991799.26447644"	"2834293.11567676"	"2672011.77756457"	"3340679.64553417"	"2989546.63042607"	"3486770.74044252"	"3073758.28750598"	"3438065.68121392"	"2917144.78972194"	"5862847.62895491"	"6328218.60372952"	"5863846.26163055"	"4948011.52843748"	"5855668.76829153"	"5574947.15041443"	"6239903.66473244"	"5663897.92989103"	"6161930.7526783"	"5734212.1875"	"6184565.60707984"	"6270510.19386015"	"1475999.8125"	"1584069.90625"	"1410022.1875"	"1478894.296875"	"1796340.875"	"1219232.71875"	"2398669"	"1735044.9375"	"2808198.59375"	"2650330.875"	"2906551.3125"	"2481337.90625"	"3258142.5"	"3044838.15625"	"2738653.1875"	"2249129.84375"	"3361272.125"	"2341914.6875"	"5170192.375"	"4088503.25"	"5748308.375"	"5734212.1875"	"6068715.75"	"6185316.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5564485370032939878"	"False"	"High"	"IsMasterProtein"	"Q9UBV8"	"Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1"	"0.000"	"False"	"32.263"	"15"	"2"	"32"	"2"	"284"	"30.4"	"6.54"	"81.56"	"2"	"1431689.35372541"	"1611752.63018487"	"1340002.70275881"	"2433353.02593453"	"1832177.72772162"	"1960625.57380345"	"986267.311925418"	"777751.439339601"	"1224123.06242522"	"1411237.64805963"	"1366018.67145902"	"1090279.26990328"	"1394191.9608691"	"1346362.65981434"	"1546047.58174311"	"1299265.09465088"	"1953105.2297339"	"1607366.90513498"	"964750.989686339"	"1060075.878343"	"829221.457653175"	"1090320.90625"	"1306661.34537201"	"1143180.98665896"	"692518.9375"	"663039.375"	"577952.8125"	"1045425.75"	"890345.5"	"894628.859375"	"465863.6875"	"574611.171875"	"722368.1875"	"1004486.875"	"773308.5625"	"703151.375"	"774790.0625"	"647805.75"	"722066.703125"	"590583.890625"	"1121121.84375"	"675220.0625"	"799363.015625"	"902532.71875"	"773559.59375"	"1090320.90625"	"1282184.84375"	"1127649.2890625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4653603657253563798"	"False"	"High"	"IsMasterProtein"	"Q7Z7H5"	"Transmembrane emp24 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TMED4 PE=1 SV=1"	"0.000"	"False"	"32.221"	"15"	"2"	"46"	"1"	"227"	"25.9"	"8.28"	"128.83"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2776993726351284183"	"False"	"High"	"IsMasterProtein"	"Q9BVJ6"	"U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1"	"0.000"	"False"	"32.180"	"7"	"3"	"32"	"3"	"771"	"87.9"	"7.87"	"78.79"	"3"	"1493219.96758209"	"1489212.93062673"	"1849554.36786854"	"1626275.85410972"	"1622922.27061149"	"1413688.26216648"	"3490918.06255927"	"2851464.43152559"	"3305196.05359988"	"3273662.10928763"	"3306182.91839071"	"2896790.46256664"	"1641207.60317996"	"1759696.00716847"	"1705178.87793362"	"1304500.19495549"	"1725485.61254002"	"1696691.00473696"	"1936506.55001592"	"1872760.65378652"	"1976993.33377574"	"1930295.28125"	"1736217.97280638"	"1769197.62203631"	"776610.84375"	"710231.640625"	"879822.75"	"740120.625"	"1028588.60839844"	"578191.515625"	"2383978.5625"	"2106692.75"	"2661960.765625"	"2822696.82617188"	"2795057.21875"	"2464024.4140625"	"425684.375"	"383707.8125"	"503053"	"382249.75"	"608058.875"	"363302.25"	"1573887.8125"	"1594440.359375"	"1844286.765625"	"1930295.28125"	"1703694.9765625"	"1745160.62109375"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6094529598036827804"	"False"	"High"	"IsMasterProtein"	"Q13442"	"28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1"	"0.000"	"False"	"32.176"	"22"	"3"	"30"	"3"	"181"	"20.6"	"8.87"	"90.35"	"3"	"5630263.27246906"	"6121631.54729706"	"6967331.94430255"	"8516512.98805797"	"5685364.91055533"	"7952393.96684106"	"9769668.7894069"	"10730893.3629198"	"9476211.40503394"	"8051906.29574835"	"9781612.48579516"	"6782361.92174578"	"7344502.53153009"	"8757040.81283749"	"8251465.34008861"	"8577680.44492092"	"7169631.38794506"	"9051434.28383722"	"7664416.44115717"	"7628435.14060522"	"7829442.61246863"	"8452628.94061703"	"7630676.54134646"	"8332365.69868393"	"3408350.5"	"3195837.125"	"3545359.90625"	"4209848.78125"	"3603315.875"	"3628658.75"	"7014800.625"	"7928100.03125"	"7632014.125"	"6942711.125"	"8269405.3125"	"5769110.875"	"535933.75"	""	"1081559.75"	"1237938.5"	"943615.8125"	"1028168.9375"	"6350499.875"	"6494735.375"	"7303887.75"	"5892020.25"	"7487738"	"5422863.5"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3757999433169180156"	"False"	"High"	"IsMasterProtein"	"Q9NTJ3"	"Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2"	"0.000"	"False"	"32.034"	"5"	"3"	"21"	"3"	"1288"	"147.1"	"6.79"	"24.21"	"3"	"803652.943451989"	"1221964.14490712"	"808769.575202662"	"659158.225444958"	"900036.869908032"	"1037690.94735643"	"949083.184218148"	"1379917.41685478"	"1812790.99001655"	"1446212.13001187"	"1425461.34059437"	"1874723.75447035"	"354291.77589305"	"701404.077404768"	"779002.562813821"	"563577.295922889"	"445494.657088231"	"487332.00648994"	"824602.108958384"	"1943557.07900566"	"1794890.55589985"	"1791627.1875"	"1574344.61319454"	"1717857.72734101"	"486501.390625"	"164175.859375"	"411546.234375"	"325832.46875"	"570432.5390625"	"324408.2890625"	"419984.84375"	"1019497.90625"	"1459997.65625"	"1246988.3125"	"1205089.40625"	"1594649.375"	"196889.4921875"	"337482.3203125"	"363825.6796875"	"256175.3359375"	"255722.9296875"	"204717.6328125"	"683239.9609375"	"1654715.375"	"1674407.71875"	"1791627.1875"	"1544853.84375"	"1694518.25"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-40843764960248831"	"False"	"High"	"IsMasterProtein"	"Q9Y512"	"Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3"	"0.000"	"False"	"31.981"	"14"	"6"	"20"	"6"	"469"	"51.9"	"6.90"	"28.12"	"6"	"7021750.17985209"	"6823345.71441766"	"6874505.68201906"	"6205554.21998215"	"6652714.82735116"	"6969722.67842483"	"5527479.70980201"	"4805706.15093003"	"6283853.59676084"	"6169236.12672842"	"5826328.44675934"	"6132928.13009648"	"5959441.84770757"	"6044271.39127174"	"5891483.77264716"	"5238838.55511931"	"5312440.2143625"	"5942670.5077365"	"5432907.78338788"	"4716552.90869706"	"5400263.69586421"	"5123646.5"	"5630605.16040387"	"5456841.52831544"	"4250704.5546875"	"3562171.51953125"	"2857156.375"	"3027133.4375"	"4216410.61328125"	"1915570.8125"	"2808199.15234375"	"3550507.66015625"	"3863241.26171875"	"3744661.4296875"	"4925596.0078125"	"4287948.609375"	"2399242.16015625"	"2676774.56835938"	"1026895.125"	"2101807.90625"	"3049447.96484375"	"2496387.31445313"	"4010645.69140625"	"3774896.8984375"	"5037768.5625"	"5123646.5"	"4991815.09375"	"4901992.75"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8717421015690566095"	"False"	"High"	"IsMasterProtein"	"Q9NQR4"	"Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1"	"0.000"	"False"	"31.969"	"30"	"5"	"25"	"5"	"276"	"30.6"	"7.21"	"82.07"	"5"	"3945498.01772443"	"3459113.17200133"	"3787744.11232555"	"3452952.00793971"	"3532148.64419505"	"3243228.13687754"	"4180163.90573707"	"3604818.78862204"	"3769148.23389747"	"3746207.9580191"	"3531619.64910231"	"4019383.98472012"	"7649759.37549333"	"6946441.59060618"	"8584134.2679023"	"7209363.63359212"	"7011387.74415007"	"7407982.22759308"	"6680784.12785578"	"5873376.28445435"	"7060692.27473162"	"6982353.125"	"6453675.47307171"	"6940914.18594643"	"2388456.71875"	"1805852.28125"	"1566436.40625"	"1706849.484375"	"2238633.3125"	"1479877.40625"	"3001434.03125"	"2663279.09375"	"3035621.65625"	"2752875.5625"	"2985642.125"	"3418908.0625"	"3843153.4375"	"3342297.6875"	"4009137.625"	"2852134.8125"	"4024678.15625"	"2587038.28125"	"5535492.375"	"5000504.5625"	"6586740.125"	"6982353.125"	"6332784.625"	"6846612.25"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5981965561353444852"	"False"	"High"	"IsMasterProtein"	"C9JKZ2"	"Nucleobindin-1 (Fragment) OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=8"	"0.000"	"False"	"31.933"	"23"	"5"	"25"	"5"	"267"	"31.0"	"6.01"	"58.76"	"5"	"5563573.38892929"	"5863790.64840636"	"5893927.86497502"	"5302684.27110848"	"5421429.34132188"	"5349535.40839985"	"7705922.62640675"	"7459906.90827743"	"7209854.99666995"	"7349995.3161706"	"6628236.66849971"	"7177030.64881482"	"4661541.99294202"	"4713994.8511036"	"4194446.62289248"	"4367967.61519719"	"4457717.44723644"	"4337319.28303327"	"5039679.9362611"	"4923776.1310032"	"4920116.88204485"	"4455459.09375"	"5292470.43621501"	"5208672.27405577"	"2676533.21875"	"2551186.03125"	"2323663.078125"	"2041347.5703125"	"2826004.40625"	"1988673.953125"	"5532993.1875"	"5511459.875"	"5806720.9375"	"6337492.3125"	"5603531.6875"	"6104818.0625"	"1150337.03125"	"433127.0625"	"937804.15625"	"706031.125"	"986780.8125"	"1334827.78125"	"2572392.28125"	"3792137.625"	"3384935.5625"	"4455459.09375"	"4107495.5625"	"3967392.65625"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"338471368414013319"	"False"	"High"	"IsMasterProtein"	"Q96T60"	"Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1"	"0.000"	"False"	"31.918"	"15"	"4"	"19"	"4"	"521"	"57.0"	"8.46"	"36.16"	"4"	"1273812.7105176"	"1003304.86358777"	"796376.85272733"	"648646.752634461"	"956825.71616516"	"702291.758705119"	"870596.589762886"	"1019379.33650636"	"879730.412934323"	"620428.114153362"	"800096.488888433"	"836772.227442977"	"1373028.53825046"	"1713729.46657085"	"1578817.25100808"	"817869.572070186"	"1589053.41812972"	"1730431.61082184"	"1447018.22209282"	"1666621.36424658"	"1703735.90749894"	"1597876.0078125"	"2235224.84336247"	"1474311.19304813"	"675730.6328125"	"364491.688476563"	"252073.576171875"	"37072.5400390625"	"224307.8984375"	"215391.874023438"	"255531.13671875"	"753128.474609375"	"435805.515625"	"534960.66796875"	"676404.03515625"	"444041.52734375"	"665224.75"	"716797.662109375"	"534322.5390625"	"117503.40625"	"631148.58984375"	"583113.283203125"	"1036747.140625"	"1418936.45703125"	"1589371.8671875"	"1597876.0078125"	"1891047.625"	"1454280.6328125"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4281102752282369151"	"False"	"High"	"IsMasterProtein"	"A0A2R8Y595"	"Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1"	"0.000"	"False"	"31.892"	"7"	"2"	"43"	"2"	"638"	"73.0"	"8.28"	"109.28"	"2"	"228911.142154297"	"134349.636297866"	"158148.474907441"	"90866.474759789"	"183628.31089621"	"229070.36972623"	"157401.67757232"	"151370.378664897"	"162149.193173032"	"174641.109959147"	"171730.865844751"	"181791.430346053"	"163359.856210321"	"69542.7996447171"	"74708.1610058741"	"61341.6423485031"	"63432.2671848516"	"162502.882546172"	"113494.527797513"	"105944.987172299"	"107642.613618878"	"119981.185546875"	"105381.695483889"	"124229.353276331"	"138574.231445313"	"70138.091796875"	"80474.6015625"	"44916.75390625"	"116381.4140625"	"104524.2734375"	"113017.279296875"	"111834.072265625"	"130592.794921875"	"150583.319335938"	"145181.802734375"	"154632.697265625"	"90783.4765625"	"33460.69140625"	"34891.73046875"	"27882.982421875"	"36411.40234375"	"68263.9453125"	"94038.0771484375"	"90199.974609375"	"100417.0546875"	"119981.185546875"	"103407.67578125"	"122541.525390625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"5201863361074030149"	"False"	"High"	"IsMasterProtein"	"O95071"	"E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2"	"0.000"	"False"	"31.844"	"4"	"4"	"22"	"4"	"2799"	"309.2"	"5.85"	"41.67"	"4"	"1518007.51278898"	"1362357.04400066"	"1279343.5016882"	"1112896.33586584"	"1055583.54407805"	"1364136.37498717"	"1452755.72054251"	"1623012.93392666"	"2050825.39896629"	"1566321.85449198"	"1564347.25318422"	"1593349.40856029"	"1427638.4032982"	"1413530.83996353"	"1101211.94398873"	"1291211.53469769"	"1162347.77139013"	"1137986.19950157"	"1202239.59840349"	"925245.995005352"	"1607586.22885817"	"1493450.30697034"	"1099043.04167428"	"1066345.4428244"	"607746.0625"	"711227.2578125"	"138443.96875"	"550122.484375"	"508457.8125"	"622452.234375"	"1043105.140625"	"450045.21875"	"1651707.390625"	"1350552.25"	"1322503.984375"	"1355310.953125"	"560877.875"	"152032.1875"	"105453.8984375"	"430268.09375"	"667211.09375"	"478043.3828125"	""	""	"588166.8125"	"541241.9375"	""	"666318.125"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"-7755566090060093643"	"False"	"High"	"IsMasterProtein"	"P35914"	"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2"	"0.000"	"False"	"31.811"	"11"	"2"	"50"	"2"	"325"	"34.3"	"8.54"	"179.21"	"2"	"3339455.14362819"	"2743825.61744348"	"2540720.33603387"	"2624000.61083256"	"2900597.42738677"	"2700355.52916343"	"3559767.12612524"	"3033316.19525894"	"2604163.62487227"	"3125660.87478278"	"3691656.84422284"	"3110550.42332462"	"1968277.27517434"	"1619982.54663091"	"1556696.7538438"	"1456771.87248926"	"1654973.9502857"	"1580627.66064242"	"1771000.78368659"	"1769096.05703414"	"2066936.14486359"	"2228846.875"	"2305464.93314958"	"2201473.69532249"	"2021581.0625"	"1432431.8125"	"1292857.59375"	"1297085.53125"	"1838363.75"	"1232165.90625"	"2555977.8125"	"512782"	"598093.25"	"761728.9375"	"3120938.0625"	"555233.375"	"1093824.75"	"779458.640625"	"727040.296875"	"662178.953125"	"949988.46875"	"663987.484375"	"1467396.8125"	"1506181.875"	"1928192.125"	"2228846.875"	"2262278.75"	"2171563.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4800043868339947132"	"False"	"High"	"IsMasterProtein"	"H0YKD8"	"60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1"	"0.000"	"False"	"31.776"	"28"	"4"	"101"	"4"	"170"	"19.1"	"11.46"	"212.78"	"4"	"11001534.121369"	"13125105.0212125"	"12539713.3704124"	"10273742.0447947"	"11534005.4435524"	"12004121.964557"	"14894882.9503777"	"14170801.6993133"	"14607785.0324019"	"15920413.728591"	"14317991.9011665"	"14666744.2886204"	"35857735.3346465"	"41323128.9393482"	"37574899.221113"	"35986441.0251136"	"37164960.756304"	"38866769.3287519"	"33841961.9462718"	"33648053.7104542"	"36677148.6576845"	"36306483.75"	"33329197.1143756"	"34213214.6742203"	"6659916.6875"	"6852045.5"	"6380892.625"	"5078475.25"	"7310113.875"	"5477452.75"	"10694798"	"10469541.5"	"11764915"	"12160108"	"12104474.4375"	"11445212.5"	"19927110.3125"	"19882726.5"	"17548996.5"	"16357718.25"	"21333438"	"16327088.9375"	"28040409.4375"	"28647448.75"	"34215178.53125"	"36306483.75"	"32704871.5"	"33748380.75"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
