"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of Protein Unique Peptides"	"Number of Unique Peptides"	"Score Sequest HT Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio Heavy Sample  Light Control"	"Abundance Ratio log2 Heavy Sample  Light Control"	"Abundance Ratio Adj P-Value Heavy Sample  Light Control"	"Abundance Ratio Variability in Percent Heavy Sample  Light Control"	"Abundance Ratios by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundances Grouped Light Control"	"Abundances Grouped Heavy Sample"	"Abundances by Bio Rep Light Controlrep1"	"Abundances by Bio Rep Light Controlrep2"	"Abundances by Bio Rep Light Controlrep3"	"Abundances by Bio Rep Light Controlrep4"	"Abundances by Bio Rep Light Controlrep5"	"Abundances by Bio Rep Light Controlrep6"	"Abundances by Bio Rep Heavy Samplerep1"	"Abundances by Bio Rep Heavy Samplerep2"	"Abundances by Bio Rep Heavy Samplerep3"	"Abundances by Bio Rep Heavy Samplerep4"	"Abundances by Bio Rep Heavy Samplerep5"	"Abundances by Bio Rep Heavy Samplerep6"	"Abundances Scaled F1 Light Control rep1"	"Abundances Scaled F2 Light Control rep2"	"Abundances Scaled F3 Light Control rep3"	"Abundances Scaled F4 Light Control rep4"	"Abundances Scaled F5 Light Control rep5"	"Abundances Scaled F6 Light Control rep6"	"Abundances Scaled F1 Heavy Sample rep1"	"Abundances Scaled F2 Heavy Sample rep2"	"Abundances Scaled F3 Heavy Sample rep3"	"Abundances Scaled F4 Heavy Sample rep4"	"Abundances Scaled F5 Heavy Sample rep5"	"Abundances Scaled F6 Heavy Sample rep6"	"Abundances Normalized F1 Light Control rep1"	"Abundances Normalized F2 Light Control rep2"	"Abundances Normalized F3 Light Control rep3"	"Abundances Normalized F4 Light Control rep4"	"Abundances Normalized F5 Light Control rep5"	"Abundances Normalized F6 Light Control rep6"	"Abundances Normalized F1 Heavy Sample rep1"	"Abundances Normalized F2 Heavy Sample rep2"	"Abundances Normalized F3 Heavy Sample rep3"	"Abundances Normalized F4 Heavy Sample rep4"	"Abundances Normalized F5 Heavy Sample rep5"	"Abundances Normalized F6 Heavy Sample rep6"	"Abundance F1 Light Control rep1"	"Abundance F2 Light Control rep2"	"Abundance F3 Light Control rep3"	"Abundance F4 Light Control rep4"	"Abundance F5 Light Control rep5"	"Abundance F6 Light Control rep6"	"Abundance F1 Heavy Sample rep1"	"Abundance F2 Heavy Sample rep2"	"Abundance F3 Heavy Sample rep3"	"Abundance F4 Heavy Sample rep4"	"Abundance F5 Heavy Sample rep5"	"Abundance F6 Heavy Sample rep6"	"Found in Sample in S1 F1 Light Control rep1"	"Found in Sample in S2 F2 Light Control rep2"	"Found in Sample in S3 F3 Light Control rep3"	"Found in Sample in S4 F4 Light Control rep4"	"Found in Sample in S5 F5 Light Control rep5"	"Found in Sample in S6 F6 Light Control rep6"	"Found in Sample in S7 F1 Heavy Sample rep1"	"Found in Sample in S8 F2 Heavy Sample rep2"	"Found in Sample in S9 F3 Heavy Sample rep3"	"Found in Sample in S10 F4 Heavy Sample rep4"	"Found in Sample in S11 F5 Heavy Sample rep5"	"Found in Sample in S12 F6 Heavy Sample rep6"	"Number of Protein Groups"
"-7476977248749324952"	"High"	"IsMasterProtein"	"Q7Z4H8"	"Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2"	"0.000"	"False"	"17.408"	"8"	"3"	"2"	"3"	"4.28"	"0"	"0.551"	"-0.86"	"0.568643034578686"	"44.51"	"1.237"	"1.305"	"0.556"	"0.546"	"0.527"	"0.317"	"0.31"	"0.38"	"-0.85"	"-0.87"	"-0.92"	"-1.66"	"81.3"	"118.7"	"73.3"	"68.2"	"92.1"	"68.6"	"82.9"	"89.5"	"158.6"	"157.5"	"115.3"	"85.1"	"112.4"	"96.5"	"73.3"	"68.2"	"92.1"	"68.6"	"82.9"	"89.5"	"158.6"	"157.5"	"115.3"	"85.1"	"112.4"	"96.5"	"514917.923619682"	"478644.121474988"	"646655.602699296"	"482055.272927341"	"581820.625"	"628486.41766755"	"1113789.65579419"	"1105782.08088407"	"809653.064194276"	"597795.897426346"	"789036.624941603"	"677984.284961139"	"491238.4375"	"393443.90625"	"518535.375"	"376745.15625"	"581820.625"	"451900.0625"	"958902.3125"	"825142.71875"	"585757.21875"	"185873.46875"	"702184.28125"	"441182.7109375"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"1"
"-4414098033661647234"	"High"	"IsMasterProtein"	"O43488"	"Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3"	"0.000"	"False"	"17.388"	"11"	"3"	"0"	"3"	"24.90"	"0"	"1.330"	"0.41"	"0.728829833485124"	"5.01"	"1.261"	"1.325"	"1.424"	"1.334"	"1.481"	"1.308"	"0.33"	"0.41"	"0.51"	"0.42"	"0.57"	"0.39"	"81.4"	"118.6"	"86.3"	"83.4"	"77.3"	"70.9"	"85.2"	"78.7"	"119.7"	"115.6"	"112.4"	"116.4"	"134.6"	"119.5"	"86.3"	"83.4"	"77.3"	"70.9"	"85.2"	"78.7"	"119.7"	"115.6"	"112.4"	"116.4"	"134.6"	"119.5"	"2038587.55317161"	"1970191.37243487"	"1827587.42589727"	"1674983.64709501"	"2014793.4921875"	"1860818.77796595"	"2830169.03594735"	"2731955.86777151"	"2656699.40608538"	"2750533.69409541"	"3180909.36631804"	"2823842.97317295"	"1795352.2109375"	"1508079.14453125"	"1465492.18359375"	"1309065.6015625"	"2014793.4921875"	"1211209.71875"	"2436596.19140625"	"1861420.58789063"	"1922034.16992188"	"1942031.98828125"	"2830774.24609375"	"1837550.99609375"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"3508649530452010436"	"High"	"IsMasterProtein"	"P00167"	"Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2"	"0.000"	"False"	"17.366"	"25"	"2"	"2"	"2"	"14.05"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-1634898050996598393"	"High"	"IsMasterProtein"	"D6RH20"	"28S ribosomal protein S27, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=1"	"0.000"	"False"	"17.365"	"15"	"2"	"0"	"2"	"15.17"	"0"	"0.828"	"-0.27"	"0.919836591544612"	"17.78"	"0.894"	"0.652"	"0.772"	"0.889"	"0.994"	"0.565"	"-0.16"	"-0.62"	"-0.37"	"-0.17"	"-0.01"	"-0.82"	"163.2"	"36.8"	"126.7"	"190.9"	"160.8"	"145.8"	"171.2"	"171.7"	"36.1"	"44.6"	"32.3"	"38.1"	"45.1"	"36.7"	"126.7"	"190.9"	"160.8"	"145.8"	"171.2"	"171.7"	"36.1"	"44.6"	"32.3"	"38.1"	"45.1"	"36.7"	"1181066.70646228"	"1780111.23200677"	"1499149.55922563"	"1359800.00398571"	"1596629.4375"	"1601140.07385218"	"336913.625497863"	"416128.387854529"	"301390.952248309"	"354997.392435081"	"420460.146734514"	"342427.486960357"	"1126753.09375"	"1463245.625"	"1202126.875"	"1062737.1875"	"1596629.4375"	"1151266.40625"	"290061.28125"	"310518.0625"	""	""	""	""	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-8762692065003676149"	"High"	"IsMasterProtein"	"F8WB72"	"60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1"	"0.000"	"False"	"17.327"	"53"	"4"	"0"	"4"	"51.29"	"0"	"1.443"	"0.53"	"0.666655885003509"	"4.36"	"1.393"	"1.463"	"1.380"	"1.687"	"1.478"	"1.422"	"0.48"	"0.55"	"0.46"	"0.75"	"0.56"	"0.51"	"82.6"	"117.4"	"70.6"	"47.3"	"98.6"	"86.0"	"103.8"	"72.1"	"106.8"	"103.4"	"113.9"	"164.8"	"110.1"	"122.5"	"70.6"	"47.3"	"98.6"	"86.0"	"103.8"	"72.1"	"106.8"	"103.4"	"113.9"	"164.8"	"110.1"	"122.5"	"5439732.01814657"	"3642492.29328336"	"7592369.46537722"	"6626327.24853806"	"7993029.50732212"	"5549841.54052684"	"8229019.06221615"	"7964795.36337532"	"8773890.21096012"	"12695788.0483129"	"8483726.74403481"	"9436440.78237149"	"4985608.25"	"2994116.78125"	"5996937.125"	"5178735.375"	"7799604.75"	"3896221.8125"	"7084663.9375"	"5943388.859375"	"5020988.5"	"7468249.875"	"5841596.125"	"6140547.234375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"3864595288643475005"	"High"	"IsMasterProtein"	"P61011"	"Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1"	"0.000"	"False"	"17.284"	"12"	"3"	"0"	"3"	"8.89"	"0"	"1.260"	"0.33"	"0.794816201248462"	"12.62"	"1.281"	"1.302"	"0.985"	"1.493"	"1.239"	"1.087"	"0.36"	"0.38"	"-0.02"	"0.58"	"0.31"	"0.12"	"86.1"	"113.9"	"101.2"	"87.1"	"65.9"	"57.3"	"91.6"	"118.2"	"124.9"	"138.6"	"75.3"	"102.4"	"111.7"	"125.8"	"101.2"	"87.1"	"65.9"	"57.3"	"91.6"	"118.2"	"124.9"	"138.6"	"75.3"	"102.4"	"111.7"	"125.8"	"1503576.06084314"	"1293775.91136152"	"980122.942084705"	"850874.989650177"	"1361901.1875"	"1756362.30728895"	"1856810.025734"	"2059679.83259052"	"1118854.24267646"	"1522606.6641666"	"1659828.51153665"	"1870254.56246298"	"1434431.23828125"	"1063479.578125"	"785933.6796875"	"664992.271484375"	"1361901.1875"	"1262875.71875"	"1598595.765625"	"1536948.234375"	"809454.046875"	"1075046.21875"	"1477124.703125"	"1217025.2265625"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-4462152622631022902"	"High"	"IsMasterProtein"	"Q92922"	"SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3"	"0.000"	"False"	"17.277"	"7"	"2"	"1"	"2"	"7.36"	"0"	"0.100"	"-3.32"	"8.84552008238929E-17"	"0.00"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"0.100"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"-3.32"	"200.0"	""	"167.1"	"179.7"	"176.8"	"274.5"	"208.5"	"193.5"	""	""	""	""	""	""	"167.1"	"179.7"	"176.8"	"274.5"	"208.5"	"193.5"	""	""	""	""	""	""	"365614.154052466"	"393160.927869682"	"386697.441832543"	"600519.200327326"	"456104.25"	"423268.776356029"	""	""	""	""	""	""	"348800.6875"	"323177"	"310082.0625"	"469329.375"	"456104.25"	"304342.59375"	""	""	""	""	""	""	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"-4672476971480337418"	"High"	"IsMasterProtein"	"P67870"	"Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1"	"0.000"	"False"	"17.246"	"20"	"3"	"0"	"3"	"29.75"	"0"	"0.927"	"-0.11"	"0.959181183043024"	"5.13"	"0.890"	"0.938"	"0.954"	"0.916"	"0.984"	"0.850"	"-0.17"	"-0.09"	"-0.07"	"-0.13"	"-0.02"	"-0.23"	"104.7"	"95.3"	"92.4"	"104.1"	"115.7"	"103.7"	"101.5"	"116.8"	"85.0"	"90.5"	"102.8"	"94.6"	"94.7"	"98.2"	"92.4"	"104.1"	"115.7"	"103.7"	"101.5"	"116.8"	"85.0"	"90.5"	"102.8"	"94.6"	"94.7"	"98.2"	"4374965.40662557"	"4927229.63850885"	"5476000.15158672"	"4906247.95242043"	"4802378.6875"	"5527728.76974278"	"4021328.56577487"	"4283419.75301009"	"4866999.26841654"	"4475204.65201434"	"4480361.44989398"	"4647458.87915742"	"4173774.25"	"4050166.6875"	"4391054.1875"	"3834425.75"	"4802378.6875"	"3974598.1875"	"3462109.0625"	"3196319.3125"	"3521113.03125"	"3159747"	"3987190.5625"	"3024227.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-7730919708393107276"	"High"	"IsMasterProtein"	"P02765"	"Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2"	"0.000"	"False"	"17.235"	"7"	"3"	"1"	"3"	"40.60"	"0"	"0.242"	"-2.05"	"1.95315061940921E-05"	"27.90"	"0.305"	"0.207"	"0.258"	"0.307"	"0.182"	"0.226"	"-1.71"	"-2.27"	"-1.95"	"-1.71"	"-2.46"	"-2.15"	"175.9"	"24.1"	"179.7"	"194.0"	"183.0"	"155.5"	"162.8"	"179.3"	"29.8"	"22.7"	"26.7"	"28.2"	"16.7"	"21.6"	"179.7"	"194.0"	"183.0"	"155.5"	"162.8"	"179.3"	"29.8"	"22.7"	"26.7"	"28.2"	"16.7"	"21.6"	"11880941.8633755"	"12823810.2314505"	"12098137.8704673"	"10276798.0875479"	"10762228.421875"	"11853094.4819297"	"1967772.20686309"	"1497386.20286982"	"1764841.93523559"	"1861843.6493042"	"1105226.71596189"	"1427108.10863482"	"10504891.375"	"10541130.171875"	"9701164.625"	"8031721.91796875"	"10762228.421875"	"8522720.59765625"	"1694127.171875"	"1117360.59375"	"1276804.78125"	"1314566.671875"	"983570.09375"	"928657.84375"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"7331213768411445402"	"High"	"IsMasterProtein"	"O95777"	"U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3"	"0.000"	"False"	"17.225"	"38"	"3"	"0"	"3"	"36.50"	"0"	"1.064"	"0.09"	"0.931743851442666"	"5.31"	"1.125"	"1.059"	"1.070"	"1.049"	"1.147"	"0.986"	"0.17"	"0.08"	"0.10"	"0.07"	"0.20"	"-0.02"	"98.6"	"101.4"	"108.5"	"91.2"	"105.3"	"89.3"	"77.4"	"101.6"	"129.1"	"96.9"	"115.8"	"94.3"	"89.6"	"101.0"	"108.5"	"91.2"	"105.3"	"89.3"	"77.4"	"101.6"	"129.1"	"96.9"	"115.8"	"94.3"	"89.6"	"101.0"	"3296852.70589045"	"2769151.04562734"	"3197292.86832931"	"2712226.09886657"	"2350369.1875"	"3086755.88688274"	"3921136.88555104"	"2944455.7130518"	"3516651.74408595"	"2864094.74789011"	"2722006.86690375"	"3067763.2234527"	"3145240.625"	"2276233.125"	"2563821.375"	"2119711.375"	"2350369.1875"	"2219467.5"	"3375850.375"	"997335.625"	"2544181.25"	"2022212.5"	"2422384.9375"	"1996276.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"
"-4577265372608957497"	"High"	"IsMasterProtein"	"H0YNG3"	"Signal peptidase complex catalytic subunit SEC11 OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1"	"0.000"	"False"	"17.208"	"12"	"2"	"0"	"2"	"34.73"	"0"	"0.734"	"-0.45"	"0.788296367124457"	"7.46"	"0.692"	"0.786"	"0.856"	"0.759"	"0.711"	"0.707"	"-0.53"	"-0.35"	"-0.22"	"-0.40"	"-0.49"	"-0.50"	"112.9"	"87.1"	"116.9"	"113.4"	"104.8"	"117.5"	"100.3"	"123.6"	"83.8"	"91.9"	"91.8"	"89.2"	"78.4"	"88.5"	"116.9"	"113.4"	"104.8"	"117.5"	"100.3"	"123.6"	"83.8"	"91.9"	"91.8"	"89.2"	"78.4"	"88.5"	"3128575.92614123"	"3032912.35710617"	"2803378.33504809"	"3142729.4638187"	"2682794.5"	"3306009.07678837"	"2240594.7875397"	"2459609.49318991"	"2456403.38921129"	"2387226.16793254"	"2096997.83770164"	"2366648.88472061"	"2984702.375"	"2493044.0625"	"2247952.125"	"2456166.6875"	"2682794.5"	"2377116.9375"	"1929010.125"	"1835378.6875"	"1777126.625"	"1685516.375"	"1866173.09375"	"1540042.4375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-8575735737935346136"	"High"	"IsMasterProtein"	"A0A1P0AYU5"	"Sidoreflexin OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1"	"0.000"	"False"	"17.189"	"9"	"2"	"0"	"1"	"55.37"	"0"	"10.000"	"3.32"	"8.84552008238929E-17"	"0.00"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"10.000"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	"3.32"	""	"200.0"	""	""	""	""	""	""	"192.8"	"199.3"	"194.3"	"216.6"	"186.5"	"210.4"	""	""	""	""	""	""	"192.8"	"199.3"	"194.3"	"216.6"	"186.5"	"210.4"	""	""	""	""	""	""	"1767574.63607693"	"1827287.51046929"	"1781226.88417703"	"1985668.31822156"	"1709818.24911232"	"1928437.78794054"	""	""	""	""	""	""	"1521769.75"	"1363535.375"	"1288658.75"	"1401993.875"	"1521611.875"	"1254886.625"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
"-4835883825689200365"	"High"	"IsMasterProtein"	"Q92979"	"Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4"	"0.000"	"False"	"17.188"	"13"	"2"	"0"	"2"	"27.04"	"0"	"0.643"	"-0.64"	"0.775915692857144"	"10.79"	"0.660"	"0.603"	"0.627"	"0.590"	"0.894"	"0.699"	"-0.60"	"-0.73"	"-0.67"	"-0.76"	"-0.16"	"-0.52"	"123.2"	"76.8"	"121.2"	"136.3"	"94.7"	"125.9"	"129.7"	"106.2"	"80.0"	"82.2"	"59.4"	"74.2"	"116.0"	"74.2"	"121.2"	"136.3"	"94.7"	"125.9"	"129.7"	"106.2"	"80.0"	"82.2"	"59.4"	"74.2"	"116.0"	"74.2"	"898469.069570752"	"1009826.24040505"	"701936.831842545"	"932860.599136465"	"961394"	"786848.648920731"	"592712.395862896"	"609374.733275541"	"440399.231716885"	"549950.55773742"	"859538.02018037"	"549920.233053137"	"857151.25"	"830073.875"	"562863.875"	"729067.25"	"961394"	"565767.125"	"510287.8125"	"454719.90625"	"318614.28125"	"388296.125"	"764925.3125"	"357847.96875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"
"-1017068245716453317"	"High"	"IsMasterProtein"	"O95782"	"AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3"	"0.000"	"False"	"17.187"	"6"	"3"	"2"	"2"	"18.57"	"1"	"0.698"	"-0.52"	"0.841691628876948"	"31.42"	"0.635"	"0.784"	"0.767"	"1.018"	"0.119"	"0.152"	"-0.66"	"-0.35"	"-0.38"	"0.03"	"-3.07"	"-2.72"	"153.6"	"46.4"	"110.4"	"91.2"	"101.5"	"85.5"	"337.5"	"280.9"	"30.9"	"30.5"	"32.1"	"34.7"	"33.0"	"31.8"	"110.4"	"91.2"	"101.5"	"85.5"	"337.5"	"280.9"	"30.9"	"30.5"	"32.1"	"34.7"	"33.0"	"31.8"	"1049764.78639457"	"867005.394680362"	"964727.113610847"	"812793.465476942"	"3209591.125"	"2671164.7372328"	"293712.837727708"	"290410.859789138"	"305212.658246728"	"330188.487355799"	"313371.879465007"	"302604.219745579"	"1001489.34375"	"304628.03125"	"773588.1875"	"635230.0625"	"3209591.125"	"1920645.34375"	"252868.140625"	"216706.71875"	"220811.265625"	"233131.703125"	"278877.8125"	"196912.75"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"
"-4570011154676120481"	"High"	"IsMasterProtein"	"Q9NRF9"	"DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1"	"0.000"	"False"	"17.182"	"24"	"2"	"2"	"2"	"15.63"	"0"	"0.538"	"-0.89"	"0.394365650878205"	"14.16"	"0.682"	"0.615"	"0.546"	"0.505"	"0.530"	"0.415"	"-0.55"	"-0.70"	"-0.87"	"-0.99"	"-0.92"	"-1.27"	"132.8"	"67.2"	"123.1"	"111.9"	"134.4"	"146.0"	"140.1"	"134.3"	"81.2"	"66.6"	"69.3"	"71.5"	"66.1"	"55.4"	"123.1"	"111.9"	"134.4"	"146.0"	"140.1"	"134.3"	"81.2"	"66.6"	"69.3"	"71.5"	"66.1"	"55.4"	"1381484.4237317"	"1256049.19912254"	"1508324.56781011"	"1638895.68211581"	"1572847.4375"	"1507181.01329492"	"911066.510767274"	"747925.071780327"	"777558.106454549"	"802695.672793378"	"742422.466132526"	"622262.269926688"	"1317954.21875"	"1032468.34375"	"1209484.0625"	"1280861.4375"	"1572847.4375"	"369624.4375"	"784370.53125"	"558107.1875"	"562537.578125"	"566748.4375"	"660701.125"	"140867.078125"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"
"-832536973652725080"	"High"	"IsMasterProtein"	"Q96C90"	"Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3"	"0.000"	"False"	"17.139"	"31"	"2"	"1"	"2"	"11.16"	"0"	"0.842"	"-0.25"	"0.911676561376389"	"13.44"	"0.989"	"0.999"	"0.870"	"0.791"	"0.815"	"0.754"	"-0.02"	"0.00"	"-0.20"	"-0.34"	"-0.30"	"-0.41"	"95.2"	"104.8"	"96.9"	"91.1"	"87.1"	"94.3"	"99.2"	"99.5"	"102.9"	"110.7"	"108.0"	"99.8"	"104.3"	"106.2"	"96.9"	"91.1"	"87.1"	"94.3"	"99.2"	"99.5"	"102.9"	"110.7"	"108.0"	"99.8"	"104.3"	"106.2"	"1849345.40636702"	"1740143.52090966"	"1663856.62977193"	"1800393.57933659"	"1894849.88168317"	"1899068.59756915"	"1964207.79309674"	"2113253.30885563"	"2061229.68253877"	"1905407.54760106"	"1991459.42129527"	"2028008.53024421"	"1764299.71875"	"1430392.296875"	"1334200.953125"	"1231373.375"	"1486706"	"1365485.703125"	"1691058.4375"	"1576925.15625"	"1491231.515625"	"1345325.2421875"	"1772251.703125"	"1319680"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"
"1969778828909425117"	"High"	"IsMasterProtein"	"B5MC98"	"Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=1"	"0.000"	"False"	"17.130"	"11"	"2"	"0"	"2"	"26.49"	"0"	"1.052"	"0.07"	"0.898143717236322"	"20.64"	"1.096"	"0.820"	"1.185"	"1.278"	"0.892"	"1.011"	"0.13"	"-0.29"	"0.24"	"0.35"	"-0.16"	"0.02"	"138.2"	"61.8"	"145.3"	"163.8"	"138.1"	"140.8"	"124.9"	"127.2"	"60.8"	"67.3"	"64.0"	"69.1"	"43.1"	"55.7"	"145.3"	"163.8"	"138.1"	"140.8"	"124.9"	"127.2"	"60.8"	"67.3"	"64.0"	"69.1"	"43.1"	"55.7"	"1213554.10804545"	"1368383.09236515"	"1153413.60627178"	"1176276.62007094"	"1043314.4375"	"1062237.12284331"	"507641.45687634"	"562206.794774894"	"534605.291022923"	"577324.874862576"	"360147.638772207"	"465025.575076648"	"1157746.5"	"1124806.4375"	"361758.34375"	"353157.125"	"1043314.4375"	"763779.46875"	"437047.125"	"419522.84375"	"386769.25"	"407623.9375"	"320504.78125"	"302604.71875"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-8252267867784187079"	"High"	"IsMasterProtein"	"Q86YP4"	"Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1"	"0.000"	"False"	"17.078"	"5"	"2"	"1"	"1"	"34.65"	"0"	"0.565"	"-0.82"	"0.607141681676248"	"18.25"	"0.639"	"0.649"	"0.628"	"0.508"	"0.469"	"0.459"	"-0.65"	"-0.62"	"-0.67"	"-0.98"	"-1.09"	"-1.12"	"131.6"	"68.4"	"110.0"	"140.5"	"105.5"	"122.8"	"149.1"	"145.4"	"70.3"	"91.2"	"66.2"	"62.4"	"69.9"	"66.8"	"110.0"	"140.5"	"105.5"	"122.8"	"149.1"	"145.4"	"70.3"	"91.2"	"66.2"	"62.4"	"69.9"	"66.8"	"753874.354904927"	"962729.338146896"	"723026.607978115"	"841287.792726839"	"1021709.5"	"996254.793852582"	"481579.54305494"	"625202.773517"	"454000.924562554"	"427372.358780837"	"479303.179638387"	"457463.696742557"	"719206"	"791360.375"	"579775.1875"	"657499.5"	"1021709.5"	"716336.25"	"414609.46875"	"466530.90625"	"328454.65625"	"301749"	"426544.40625"	"297684"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"
