"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio F1 Light  F1 Heavy"	"Abundance Ratio F2 Light  F2 Heavy"	"Abundance Ratio F3 Light  F3 Heavy"	"Abundance Ratio F4 Light  F4 Heavy"	"Abundance Ratio F5 Light  F5 Heavy"	"Abundance Ratio F6 Light  F6 Heavy"	"Abundance Ratio Adj P-Value F1 Light  F1 Heavy"	"Abundance Ratio Adj P-Value F2 Light  F2 Heavy"	"Abundance Ratio Adj P-Value F3 Light  F3 Heavy"	"Abundance Ratio Adj P-Value F4 Light  F4 Heavy"	"Abundance Ratio Adj P-Value F5 Light  F5 Heavy"	"Abundance Ratio Adj P-Value F6 Light  F6 Heavy"	"Abundance Ratio Variability in Percent F1 Light  F1 Heavy"	"Abundance Ratio Variability in Percent F2 Light  F2 Heavy"	"Abundance Ratio Variability in Percent F3 Light  F3 Heavy"	"Abundance Ratio Variability in Percent F4 Light  F4 Heavy"	"Abundance Ratio Variability in Percent F5 Light  F5 Heavy"	"Abundance Ratio Variability in Percent F6 Light  F6 Heavy"	"Abundances Grouped F1 Light"	"Abundances Grouped F1 Heavy"	"Abundances Grouped F2 Light"	"Abundances Grouped F2 Heavy"	"Abundances Grouped F3 Light"	"Abundances Grouped F3 Heavy"	"Abundances Grouped F4 Light"	"Abundances Grouped F4 Heavy"	"Abundances Grouped F5 Light"	"Abundances Grouped F5 Heavy"	"Abundances Grouped F6 Light"	"Abundances Grouped F6 Heavy"	"Abundances by Bio Rep F1 Light1"	"Abundances by Bio Rep F1 Heavy1"	"Abundances by Bio Rep F2 Light2"	"Abundances by Bio Rep F2 Heavy2"	"Abundances by Bio Rep F3 Light3"	"Abundances by Bio Rep F3 Heavy3"	"Abundances by Bio Rep F4 Light4"	"Abundances by Bio Rep F4 Heavy4"	"Abundances by Bio Rep F5 Light5"	"Abundances by Bio Rep F5 Heavy5"	"Abundances by Bio Rep F6 Light6"	"Abundances by Bio Rep F6 Heavy6"	"Abundances Scaled F1 Light Sample 1"	"Abundances Scaled F1 Heavy Control 1"	"Abundances Scaled F2 Light Sample 2"	"Abundances Scaled F2 Heavy Control 2"	"Abundances Scaled F3 Light Sample 3"	"Abundances Scaled F3 Heavy Control 3"	"Abundances Scaled F4 Light Sample 4"	"Abundances Scaled F4 Heavy Control 4"	"Abundances Scaled F5 Light Sample 5"	"Abundances Scaled F5 Heavy Control 5"	"Abundances Scaled F6 Light Sample 6"	"Abundances Scaled F6 Heavy Control 6"	"Abundances Normalized F1 Light Sample 1"	"Abundances Normalized F1 Heavy Control 1"	"Abundances Normalized F2 Light Sample 2"	"Abundances Normalized F2 Heavy Control 2"	"Abundances Normalized F3 Light Sample 3"	"Abundances Normalized F3 Heavy Control 3"	"Abundances Normalized F4 Light Sample 4"	"Abundances Normalized F4 Heavy Control 4"	"Abundances Normalized F5 Light Sample 5"	"Abundances Normalized F5 Heavy Control 5"	"Abundances Normalized F6 Light Sample 6"	"Abundances Normalized F6 Heavy Control 6"	"Abundance F1 Light Sample 1"	"Abundance F1 Heavy Control 1"	"Abundance F2 Light Sample 2"	"Abundance F2 Heavy Control 2"	"Abundance F3 Light Sample 3"	"Abundance F3 Heavy Control 3"	"Abundance F4 Light Sample 4"	"Abundance F4 Heavy Control 4"	"Abundance F5 Light Sample 5"	"Abundance F5 Heavy Control 5"	"Abundance F6 Light Sample 6"	"Abundance F6 Heavy Control 6"	"Found in Sample in S1 F1 Light Sample 1"	"Found in Sample in S7 F1 Heavy Control 1"	"Found in Sample in S2 F2 Light Sample 2"	"Found in Sample in S8 F2 Heavy Control 2"	"Found in Sample in S3 F3 Light Sample 3"	"Found in Sample in S9 F3 Heavy Control 3"	"Found in Sample in S4 F4 Light Sample 4"	"Found in Sample in S10 F4 Heavy Control 4"	"Found in Sample in S5 F5 Light Sample 5"	"Found in Sample in S11 F5 Heavy Control 5"	"Found in Sample in S6 F6 Light Sample 6"	"Found in Sample in S12 F6 Heavy Control 6"	"Number of Protein Groups"	"Modifications"
"6821659264702231707"	"False"	"High"	"IsMasterProtein"	"P13284"	"Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3"	"0.000"	"False"	"36.331"	"26"	"3"	"51"	"3"	"250"	"27.9"	"4.88"	"31.03"	"3"	"0"	"0.772"	"0.836"	"1.005"	"0.785"	"1.004"	"0.912"	"0.821974484236484"	"0.851460011763149"	"0.982075200477224"	"0.807988173588225"	"0.961847585870204"	"0.916600072589521"	"0.45"	"8.92"	"23.47"	"16.56"	"27.61"	"26.35"	"67.5"	"87.3"	"84.4"	"93.9"	"90.2"	"85.6"	"101.4"	"105.8"	"115.4"	"124.6"	"118.4"	"125.5"	"67.5"	"87.3"	"84.4"	"93.9"	"90.2"	"85.6"	"101.4"	"105.8"	"115.4"	"124.6"	"118.4"	"125.5"	"67.5"	"87.3"	"84.4"	"93.9"	"90.2"	"85.6"	"101.4"	"105.8"	"115.4"	"124.6"	"118.4"	"125.5"	"940000.876897812"	"1216293.61579694"	"1175931.21189531"	"1308027.55176286"	"1257093.08416811"	"1192587.31475187"	"1412134.51222074"	"1473051.34375"	"1607603.22258639"	"1735402.41212059"	"1648640.64253007"	"1748388.6610133"	"668482.765625"	"1009244.4609375"	"861595.453125"	"1114876.16015625"	"1007963.234375"	"1121697.4375"	"1208104.359375"	"1473051.34375"	"1353209.125"	"1708243.35546875"	"1401932.421875"	"1734797.7265625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8006254010702621328"	"False"	"High"	"IsMasterProtein"	"P08779"	"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4"	"0.000"	"True"	"36.327"	"17"	"7"	"183"	"3"	"473"	"51.2"	"5.05"	"156.91"	"7"	"0"	""	"100.000"	""	"100.000"	"100.000"	""	""	"7.55692307692308E-17"	""	"7.88019169329074E-17"	"7.78790259230165E-17"	""	""	""	""	""	""	""	""	""	"219.2"	""	""	""	"668.0"	""	"312.8"	""	""	""	""	""	"219.2"	""	""	""	"668.0"	""	"312.8"	""	""	""	""	""	"219.2"	""	""	""	"668.0"	""	"312.8"	""	""	""	""	""	"1116619.69352598"	""	""	""	"3403641.88029491"	""	"1593648.31210313"	""	""	""	""	""	"818138.375"	""	""	""	"2911871.75"	""	"1341462.5"	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5526079506929447963"	"False"	"High"	"IsMasterProtein"	"O14617"	"AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1"	"0.000"	"False"	"36.277"	"7"	"4"	"26"	"4"	"1153"	"130.1"	"8.48"	"40.83"	"4"	"0"	"1.021"	"0.509"	"1.509"	"0.690"	"0.580"	"1.422"	"0.980185351872038"	"0.263680704508802"	"0.812450425131522"	"0.634436706043531"	"0.239492536444798"	"0.828698721048056"	"116.55"	"117.37"	"20.12"	"18.24"	"44.45"	"31.35"	"76.8"	"118.2"	"38.2"	"76.7"	"51.7"	"100.9"	"72.3"	"163.0"	"79.6"	"222.8"	"62.8"	"137.0"	"76.8"	"118.2"	"38.2"	"76.7"	"51.7"	"100.9"	"72.3"	"163.0"	"79.6"	"222.8"	"62.8"	"137.0"	"76.8"	"118.2"	"38.2"	"76.7"	"51.7"	"100.9"	"72.3"	"163.0"	"79.6"	"222.8"	"62.8"	"137.0"	"1281089.96848396"	"1971206.42948331"	"636305.37426707"	"1278712.71542252"	"861497.459191405"	"1682386.01807795"	"1205886.31394628"	"2718076.28125"	"1328029.76923984"	"3715569.95447238"	"1046936.22431648"	"2284449.16903005"	"911048.6875"	"1635648.78125"	"466215.890625"	"1089890.1328125"	"690766.48046875"	"1582381.484375"	"1031655.625"	"2718076.28125"	"1117876.5859375"	"3657421.265625"	"890269.109375"	"2266691.21875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8760607610450426056"	"False"	"High"	"IsMasterProtein"	"P35251"	"Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4"	"0.000"	"False"	"36.227"	"5"	"3"	"26"	"3"	"1148"	"128.2"	"9.36"	"56.31"	"3"	"0"	"1.283"	"1.609"	"1.879"	"1.311"	"1.704"	"1.062"	"0.898538474750421"	"0.723764868395782"	"0.59314984222229"	"0.897440794091764"	"0.617855012748233"	"0.998116944256544"	"3.63"	"53.76"	"41.21"	"6.51"	"55.58"	"33.10"	"118.7"	"89.0"	"120.6"	"90.2"	"119.5"	"73.9"	"116.7"	"80.1"	"115.8"	"82.5"	"107.3"	"85.6"	"118.7"	"89.0"	"120.6"	"90.2"	"119.5"	"73.9"	"116.7"	"80.1"	"115.8"	"82.5"	"107.3"	"85.6"	"118.7"	"89.0"	"120.6"	"90.2"	"119.5"	"73.9"	"116.7"	"80.1"	"115.8"	"82.5"	"107.3"	"85.6"	"1473200.41047413"	"1104615.76533494"	"1497073.92139612"	"1118798.42003418"	"1482792.94501831"	"917154.53959051"	"1447842.97616426"	"993726.5625"	"1437573.16860804"	"1024431.75281156"	"1332090.38653193"	"1062754.53469874"	"1047668.26171875"	"916577.484375"	"1096894.1640625"	"953589.765625"	"1188934.05078125"	"862636.9609375"	"1238653.5390625"	"993726.5625"	"1210085.36328125"	"1008399.390625"	"1132751.828125"	"1054493.3125"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1737787773374733673"	"False"	"High"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1"	"0.000"	"False"	"36.165"	"19"	"4"	"35"	"4"	"381"	"42.6"	"5.59"	"116.83"	"4"	"0"	"0.477"	"0.306"	"0.211"	"0.169"	"0.290"	"0.430"	"0.0418383545285545"	"1.68812781334694E-05"	"4.16788750097455E-08"	"1.07924868550947E-10"	"6.290320141075E-06"	"0.00856829872682622"	"94.81"	"88.38"	"14.49"	"10.92"	"74.14"	"104.98"	"86.1"	"93.4"	"89.4"	"95.4"	"97.9"	"115.4"	"92.2"	"109.6"	"106.2"	"113.0"	"99.7"	"101.9"	"86.1"	"93.4"	"89.4"	"95.4"	"97.9"	"115.4"	"92.2"	"109.6"	"106.2"	"113.0"	"99.7"	"101.9"	"86.1"	"93.4"	"89.4"	"95.4"	"97.9"	"115.4"	"92.2"	"109.6"	"106.2"	"113.0"	"99.7"	"101.9"	"5598222.78864844"	"6075794.22982077"	"5812502.03673424"	"6203905.81987422"	"6365505.74132277"	"7503254.33657139"	"5997806.90529254"	"7127603.0625"	"6905038.44386724"	"7352871.28584171"	"6484572.55376124"	"6629579.7570781"	"3981182.9375"	"5041514.3125"	"4258774.046875"	"5287798.9375"	"5103994.15625"	"7057245.25"	"5131222.703125"	"7127603.0625"	"5812355.25"	"7237798.8125"	"5514198.953125"	"6578045.34375"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"813436025896797513"	"False"	"High"	"IsMasterProtein"	"P48681"	"Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2"	"0.000"	"False"	"36.079"	"6"	"6"	"22"	"6"	"1621"	"177.3"	"4.36"	"40.82"	"6"	"0"	"0.989"	"0.835"	"0.957"	"1.046"	"0.905"	"0.753"	"0.962892721085254"	"0.801606191542287"	"0.936592115634893"	"0.999182020110921"	"0.877083878987177"	"0.645889936961959"	"55.85"	"54.22"	"58.16"	"80.81"	"30.92"	"56.37"	"100.8"	"98.8"	"99.6"	"84.2"	"100.2"	"99.1"	"102.5"	"104.5"	"110.1"	"97.2"	"107.2"	"95.7"	"100.8"	"98.8"	"99.6"	"84.2"	"100.2"	"99.1"	"102.5"	"104.5"	"110.1"	"97.2"	"107.2"	"95.7"	"100.8"	"98.8"	"99.6"	"84.2"	"100.2"	"99.1"	"102.5"	"104.5"	"110.1"	"97.2"	"107.2"	"95.7"	"4614573.96682473"	"4526897.1305167"	"4562199.73634377"	"3854482.47481053"	"4589724.01458556"	"4540374.30232069"	"4695335.13189256"	"4784086.21875"	"5041235.56175392"	"4450930.8404857"	"4910935.24450144"	"4384195.44251191"	"3281659.8828125"	"3756285.3203125"	"3342687.48828125"	"3285305.890625"	"3680135.640625"	"4270484.984375"	"4016936.625"	"4784086.21875"	"4243488.609375"	"4381273.75"	"4176046.109375"	"4350115.3125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9134021061211319467"	"False"	"High"	"IsMasterProtein"	"Q9HA77"	"Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1"	"0.000"	"False"	"36.051"	"8"	"2"	"67"	"2"	"564"	"62.2"	"8.34"	"87.40"	"2"	"0"	"0.756"	"0.807"	"0.827"	"1.820"	"1.087"	"0.975"	"0.754233109335232"	"0.818867317065082"	"0.844118578861567"	"0.593119203459953"	"0.983255928611399"	"0.963277108742123"	"50.21"	"17.87"	"21.21"	"54.09"	"11.72"	"10.81"	"49.1"	"57.1"	"87.7"	"100.7"	"71.0"	"79.6"	"154.0"	"110.7"	"112.7"	"100.0"	"134.7"	"142.6"	"49.1"	"57.1"	"87.7"	"100.7"	"71.0"	"79.6"	"154.0"	"110.7"	"112.7"	"100.0"	"134.7"	"142.6"	"49.1"	"57.1"	"87.7"	"100.7"	"71.0"	"79.6"	"154.0"	"110.7"	"112.7"	"100.0"	"134.7"	"142.6"	"83964.0947193904"	"97619.7803473554"	"149944.674077193"	"172196.798258351"	"121376.618687843"	"136035.221167857"	"263255.852631977"	"189209.138671875"	"192551.166847365"	"170876.707679867"	"230254.610314748"	"243716.881297418"	"59711.16796875"	"81002.005859375"	"109863.270996094"	"146769.16015625"	"97322.283203125"	"127949.00390625"	"225219.72265625"	"189209.138671875"	"162081.036132813"	"168202.486328125"	"195798.5234375"	"241822.37109375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8372926252788997109"	"False"	"High"	"IsMasterProtein"	"Q5JTZ9"	"Alanine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=AARS2 PE=1 SV=1"	"0.000"	"False"	"35.958"	"14"	"5"	"30"	"5"	"985"	"107.3"	"6.27"	"42.06"	"5"	"0"	"2.159"	"1.701"	"1.792"	"1.396"	"1.307"	"1.251"	"0.334400070315174"	"0.712404394283235"	"0.653053436639789"	"0.865214127071748"	"0.926747792233173"	"0.944041276330394"	"55.78"	"11.14"	"16.86"	"1.01"	"40.77"	"54.64"	"125.5"	"23.2"	"82.9"	"30.4"	"210.3"	"92.2"	"205.4"	"36.9"	"130.5"	"33.1"	"140.0"	"89.5"	"125.5"	"23.2"	"82.9"	"30.4"	"210.3"	"92.2"	"205.4"	"36.9"	"130.5"	"33.1"	"140.0"	"89.5"	"125.5"	"23.2"	"82.9"	"30.4"	"210.3"	"92.2"	"205.4"	"36.9"	"130.5"	"33.1"	"140.0"	"89.5"	"1017724.61126811"	"188166.458713659"	"672213.248491056"	"246717.787491126"	"1705273.15090736"	"748043.645504174"	"1666153.6063288"	"299385.71875"	"1058469.7991015"	"268705.528048599"	"1135465.69392152"	"726099.55551412"	"723756.09375"	"156134.9609375"	"492525.3046875"	"210285.921875"	"1367323.28125"	"703578.37109375"	"1425421.8828125"	"299385.71875"	"890972.953125"	"264500.28515625"	"965550.7265625"	"720455.2890625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7003283534467846840"	"False"	"High"	"IsMasterProtein"	"P40937"	"Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1"	"0.000"	"False"	"35.895"	"18"	"4"	"15"	"4"	"340"	"38.5"	"7.20"	"37.21"	"4"	"0"	"1.223"	"1.688"	"1.315"	"1.348"	"1.273"	"1.271"	"0.91808288442295"	"0.412058623744836"	"0.849438300690699"	"0.796663473994321"	"0.881860683648688"	"0.887178202160791"	"14.46"	"63.42"	"48.10"	"35.53"	"14.11"	"31.21"	"69.9"	"124.1"	"74.8"	"119.0"	"77.9"	"137.1"	"79.6"	"124.3"	"67.6"	"120.4"	"70.3"	"135.1"	"69.9"	"124.1"	"74.8"	"119.0"	"77.9"	"137.1"	"79.6"	"124.3"	"67.6"	"120.4"	"70.3"	"135.1"	"69.9"	"124.1"	"74.8"	"119.0"	"77.9"	"137.1"	"79.6"	"124.3"	"67.6"	"120.4"	"70.3"	"135.1"	"3176377.36901975"	"5635968.4298598"	"3395610.39573167"	"5405517.88555088"	"3536478.21494409"	"6228019.73204599"	"3617873.72437366"	"5646607.375"	"3070336.54159931"	"5469668.33754046"	"3191484.82197052"	"6137357.16742503"	"2258884.625"	"4676559.875"	"2487936.75"	"4607305.875"	"2835621.375"	"5857813.25"	"3095150.625"	"5646607.375"	"2584473.1875"	"5384068"	"2713900.125"	"6089649"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-7259838547957546994"	"False"	"High"	"IsMasterProtein"	"A0A087WUQ6"	"Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1"	"0.000"	"False"	"35.875"	"39"	"6"	"45"	"6"	"202"	"21.9"	"6.55"	"47.81"	"6"	"0"	"0.960"	"0.839"	"1.079"	"0.640"	"1.066"	"0.860"	"0.955290622543478"	"0.805299149411877"	"0.984896468249746"	"0.288481677099611"	"0.996999941048924"	"0.835307585168834"	"46.95"	"21.80"	"81.18"	"22.51"	"57.10"	"91.50"	"105.5"	"110.1"	"106.8"	"102.2"	"104.9"	"95.2"	"99.5"	"99.9"	"97.2"	"83.3"	"96.0"	"99.4"	"105.5"	"110.1"	"106.8"	"102.2"	"104.9"	"95.2"	"99.5"	"99.9"	"97.2"	"83.3"	"96.0"	"99.4"	"105.5"	"110.1"	"106.8"	"102.2"	"104.9"	"95.2"	"99.5"	"99.9"	"97.2"	"83.3"	"96.0"	"99.4"	"7091057.93958063"	"7401976.89179799"	"7178559.06126621"	"6872097.37499137"	"7050111.00084657"	"6400710.48693059"	"6689450.7562419"	"6718882.546875"	"6534288.52735306"	"5603050.66223108"	"6451592.38186547"	"6679149.67793535"	"5042814.46875"	"6141941.453125"	"5259673.171875"	"5857321.21875"	"5652924.8125"	"6020238.90625"	"5722935.421875"	"6718882.546875"	"5500274.40625"	"5515362.890625"	"5486154.046875"	"6627229.9375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4415570283207223737"	"False"	"High"	"IsMasterProtein"	"Q08257"	"Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1"	"0.000"	"False"	"35.847"	"28"	"6"	"18"	"6"	"329"	"35.2"	"8.44"	"37.03"	"6"	"0"	"0.491"	"0.621"	"0.641"	"0.675"	"0.523"	"0.584"	"0.0231097903144249"	"0.132949056173253"	"0.27366605686945"	"0.356887765897393"	"0.02900471982892"	"0.136266809139624"	"7.69"	"84.05"	"69.80"	"56.07"	"68.14"	"39.41"	"86.5"	"113.7"	"92.7"	"129.9"	"89.6"	"112.0"	"68.9"	"110.0"	"78.3"	"114.0"	"96.0"	"108.2"	"86.5"	"113.7"	"92.7"	"129.9"	"89.6"	"112.0"	"68.9"	"110.0"	"78.3"	"114.0"	"96.0"	"108.2"	"86.5"	"113.7"	"92.7"	"129.9"	"89.6"	"112.0"	"68.9"	"110.0"	"78.3"	"114.0"	"96.0"	"108.2"	"7390547.18484769"	"9714471.94434774"	"7917756.0166594"	"11099461.2657212"	"7649458.02992683"	"9568554.8236703"	"5887436.53472764"	"9398794.78125"	"6692475.61181651"	"9738937.9920335"	"8203617.96237534"	"9241582.50800133"	"5255796.609375"	"8060781.4375"	"5801276.90625"	"9460446.5625"	"6133493.65625"	"8999779.96875"	"5036799.03125"	"9398794.78125"	"5633429.28125"	"9586523.5625"	"6976000.53125"	"9169743.9375"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"4996428185622591073"	"False"	"High"	"IsMasterProtein"	"Q9NZB2"	"Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2"	"0.000"	"False"	"35.833"	"6"	"4"	"23"	"4"	"1118"	"121.8"	"8.88"	"57.02"	"4"	"0"	"0.882"	"0.971"	"0.974"	"0.925"	"0.898"	"0.915"	"0.890023612308001"	"0.934715403743649"	"0.95589187966482"	"0.94035444943461"	"0.878396898999731"	"0.925674735349095"	"39.97"	"27.23"	"20.95"	"29.79"	"11.15"	"0.79"	"94.8"	"115.8"	"115.6"	"119.4"	"126.0"	"81.3"	"105.4"	"82.3"	"110.7"	"74.3"	"98.9"	"75.6"	"94.8"	"115.8"	"115.6"	"119.4"	"126.0"	"81.3"	"105.4"	"82.3"	"110.7"	"74.3"	"98.9"	"75.6"	"94.8"	"115.8"	"115.6"	"119.4"	"126.0"	"81.3"	"105.4"	"82.3"	"110.7"	"74.3"	"98.9"	"75.6"	"3586214.80515593"	"4381388.64971367"	"4375279.66916465"	"4516970.29732291"	"4766501.40230608"	"3077695.21625273"	"3988355.29657084"	"3113004.796875"	"4189292.17856565"	"2812546.41266076"	"3742713.09916977"	"2861515.32905493"	"2550341.015625"	"3635546.6875"	"3205732.640625"	"3849966.6875"	"3821879.40625"	"2894750.59375"	"3412103.71875"	"3113004.796875"	"3526360.4375"	"2768530.046875"	"3182640.71875"	"2839271.609375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5007041047885357347"	"False"	"High"	"IsMasterProtein"	"Q15417"	"Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1"	"0.000"	"False"	"35.809"	"23"	"5"	"35"	"4"	"329"	"36.4"	"6.05"	"100.00"	"5"	"0"	"0.678"	"0.794"	"0.534"	"0.569"	"0.571"	"0.585"	"0.455202479851538"	"0.708314644461141"	"0.103893427658682"	"0.198448412782967"	"0.161672829154117"	"0.188393566162562"	"42.09"	"0.34"	"41.02"	"47.64"	"41.83"	"35.68"	"40.2"	"161.1"	"46.3"	"162.3"	"38.5"	"155.2"	"46.8"	"163.8"	"38.6"	"151.0"	"40.3"	"156.1"	"40.2"	"161.1"	"46.3"	"162.3"	"38.5"	"155.2"	"46.8"	"163.8"	"38.6"	"151.0"	"40.3"	"156.1"	"40.2"	"161.1"	"46.3"	"162.3"	"38.5"	"155.2"	"46.8"	"163.8"	"38.6"	"151.0"	"40.3"	"156.1"	"1863418.78275838"	"7463058.30158125"	"2143265.75005937"	"7519627.35192138"	"1783817.32561585"	"7190101.8363464"	"2167159.20982278"	"7592574.0625"	"1787157.14415851"	"6996486.86787233"	"1868904.47163439"	"7232127.5115001"	"1325172.53125"	"6192625"	"1570353.78125"	"6409232.9375"	"1430301.625"	"6762707.1875"	"1854040.4375"	"7592574.0625"	"1504349.65625"	"6886991.8125"	"1589235.21875"	"7175909.25"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"7969393992682693722"	"False"	"High"	"IsMasterProtein"	"Q9NUJ1"	"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1"	"0.000"	"False"	"35.773"	"16"	"4"	"46"	"4"	"306"	"33.9"	"8.57"	"70.73"	"4"	"0"	"1.662"	"1.558"	"1.475"	"1.639"	"1.502"	"1.326"	"0.614306844127911"	"0.678539282109117"	"0.80477377842474"	"0.628575207953367"	"0.736214972106978"	"0.883244008518032"	"3.76"	"10.71"	"23.72"	"25.23"	"27.33"	"4.78"	"142.1"	"48.7"	"133.2"	"50.1"	"142.0"	"56.4"	"147.8"	"55.6"	"146.5"	"65.2"	"152.1"	"60.2"	"142.1"	"48.7"	"133.2"	"50.1"	"142.0"	"56.4"	"147.8"	"55.6"	"146.5"	"65.2"	"152.1"	"60.2"	"142.1"	"48.7"	"133.2"	"50.1"	"142.0"	"56.4"	"147.8"	"55.6"	"146.5"	"65.2"	"152.1"	"60.2"	"4506359.4999215"	"1545374.12305154"	"4222450.07195095"	"1588085.3644147"	"4503383.21373323"	"1789683.21995893"	"4686718.80678246"	"1764079.375"	"4644230.41106714"	"2067272.8502421"	"4824312.56229936"	"1909178.36886981"	"3204703.03320313"	"1282305.73071289"	"3093755.609375"	"1353578.9140625"	"3610905.80078125"	"1683300.71679688"	"4009565.21679688"	"1764079.375"	"3909307.2734375"	"2034920.01953125"	"4102385.94140625"	"1894337.55078125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-139215625365560454"	"False"	"High"	"IsMasterProtein"	"O00566"	"U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2"	"0.000"	"False"	"35.749"	"10"	"3"	"24"	"3"	"681"	"78.8"	"4.86"	"86.89"	"3"	"0"	"1.831"	"1.780"	"2.011"	"1.809"	"1.992"	"2.054"	"0.338763855174446"	"0.311040858731607"	"0.227472050229664"	"0.366789388608458"	"0.223327214524824"	"0.204623416279711"	"24.77"	"20.40"	"7.74"	"22.31"	"16.78"	"34.59"	"142.6"	"56.1"	"143.1"	"61.6"	"143.6"	"55.7"	"137.3"	"56.5"	"145.2"	"56.2"	"146.4"	"55.5"	"142.6"	"56.1"	"143.1"	"61.6"	"143.6"	"55.7"	"137.3"	"56.5"	"145.2"	"56.2"	"146.4"	"55.5"	"142.6"	"56.1"	"143.1"	"61.6"	"143.6"	"55.7"	"137.3"	"56.5"	"145.2"	"56.2"	"146.4"	"55.5"	"6198089.84723497"	"2439120.38282831"	"6219411.49773951"	"2677615.11271437"	"6240718.13797528"	"2421901.63426466"	"5965951.49573931"	"2453868.5"	"6309553.14584909"	"2442318.86526992"	"6361845.41749493"	"2410629.04767279"	"4407779.125"	"2023909.9375"	"4556913.375"	"2282222"	"5003936.875"	"2277938.75"	"5103969.875"	"2453868.5"	"5311102.125"	"2404096.5625"	"5409837.125"	"2391890.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
